dia_ocu,mes_ocu,hora_ocu,depto_ocu,mupio_ocu,año_ocu,numero_vehiculos_involucrados,fallecidos,lesionados,severidad
1.0,1,5.0,2,201,2013.0,1.0,0.0,4.0,Moderado
1.0,1,5.0,2,201,2013.0,1.0,0.0,4.0,Moderado
1.0,1,5.0,2,201,2013.0,1.0,0.0,4.0,Moderado
1.0,1,5.0,4,409,2019.0,1.0,1.0,0.0,Moderado
1.0,1,5.0,6,608,2019.0,1.0,1.0,0.0,Moderado
1.0,1,5.0,6,608,2019.0,1.0,1.0,0.0,Moderado
1.0,1,5.0,14,1416,2018.0,1.0,1.0,0.0,Moderado
1.0,1,5.0,14,1416,2018.0,1.0,1.0,0.0,Moderado
1.0,1,6.0,16,1615,2017.0,1.0,1.0,0.0,Moderado
1.0,1,6.0,18,1801,2013.0,1.0,1.0,0.0,Moderado
1.0,1,6.0,18,1801,2013.0,1.0,1.0,0.0,Moderado
1.0,1,6.0,18,1801,2013.0,1.0,1.0,0.0,Moderado
1.0,1,7.0,1,101,2021.0,1.0,1.0,0.0,Moderado
1.0,1,7.0,1,101,2021.0,1.0,1.0,0.0,Moderado
1.0,1,7.0,1,116,2020.0,1.0,0.0,2.0,Moderado
1.0,1,7.0,1,116,2020.0,1.0,0.0,2.0,Moderado
1.0,1,7.0,3,306,2018.0,1.0,1.0,1.0,Moderado
1.0,1,7.0,3,306,2018.0,1.0,1.0,1.0,Moderado
1.0,1,7.0,5,501,2019.0,1.0,1.0,0.0,Moderado
1.0,1,7.0,5,501,2019.0,1.0,1.0,0.0,Moderado
1.0,1,7.0,13,1301,2017.0,1.0,0.0,2.0,Moderado
1.0,1,7.0,21,2102,2018.0,1.0,1.0,0.0,Moderado
1.0,1,7.0,21,2102,2018.0,1.0,1.0,0.0,Moderado
1.0,1,8.0,1,114,2015.0,1.0,0.0,3.0,Moderado
1.0,1,8.0,1,114,2015.0,1.0,0.0,3.0,Moderado
1.0,1,8.0,5,501,2017.0,2.0,0.0,2.0,Moderado
1.0,1,8.0,5,501,2017.0,2.0,0.0,2.0,Moderado
1.0,1,8.0,7,709,2020.0,1.0,1.0,0.0,Moderado
1.0,1,8.0,9,910,2019.0,1.0,0.0,2.0,Moderado
1.0,1,8.0,17,1710,2017.0,1.0,1.0,0.0,Moderado
1.0,1,8.0,17,1710,2017.0,1.0,1.0,0.0,Moderado
1.0,1,8.0,18,1801,2019.0,1.0,0.0,3.0,Moderado
1.0,1,8.0,19,1906,2023.0,1.0,1.0,3.0,Moderado
1.0,1,8.0,22,2205,2022.0,1.0,1.0,0.0,Moderado
1.0,1,8.0,22,2205,2022.0,1.0,1.0,0.0,Moderado
1.0,1,9.0,1,101,2015.0,1.0,1.0,0.0,Moderado
1.0,1,9.0,1,101,2015.0,1.0,1.0,0.0,Moderado
1.0,1,9.0,1,101,2015.0,1.0,1.0,0.0,Moderado
1.0,1,10.0,1,106,2016.0,1.0,0.0,3.0,Moderado
1.0,1,10.0,1,106,2016.0,1.0,0.0,3.0,Moderado
1.0,1,10.0,5,504,2017.0,1.0,0.0,3.0,Moderado
1.0,1,11.0,2,201,2023.0,1.0,1.0,0.0,Moderado
1.0,1,11.0,5,509,2020.0,1.0,1.0,0.0,Moderado
1.0,1,11.0,5,509,2020.0,1.0,1.0,0.0,Moderado
1.0,1,11.0,9,902,2023.0,1.0,0.0,2.0,Moderado
1.0,1,11.0,9,902,2023.0,1.0,0.0,2.0,Moderado
1.0,1,11.0,11,1109,2018.0,1.0,0.0,2.0,Moderado
1.0,1,11.0,11,1109,2018.0,1.0,0.0,2.0,Moderado
1.0,1,11.0,17,1705,2019.0,1.0,1.0,0.0,Moderado
1.0,1,11.0,19,1905,2019.0,1.0,0.0,5.0,Moderado
1.0,1,11.0,20,2001,2017.0,1.0,0.0,5.0,Moderado
1.0,1,11.0,20,2001,2017.0,1.0,0.0,5.0,Moderado
1.0,1,12.0,4,401,2016.0,1.0,0.0,2.0,Moderado
1.0,1,12.0,4,401,2016.0,1.0,0.0,2.0,Moderado
1.0,1,12.0,11,1101,2016.0,1.0,0.0,3.0,Moderado
1.0,1,12.0,11,1101,2016.0,1.0,0.0,3.0,Moderado
1.0,1,13.0,1,101,2016.0,1.0,0.0,3.0,Moderado
1.0,1,13.0,1,108,2022.0,1.0,0.0,4.0,Moderado
1.0,1,13.0,1,108,2022.0,1.0,0.0,4.0,Moderado
1.0,1,13.0,7,705,2017.0,1.0,1.0,0.0,Moderado
1.0,1,14.0,5,501,2023.0,1.0,1.0,0.0,Moderado
1.0,1,14.0,5,501,2023.0,1.0,1.0,0.0,Moderado
1.0,1,14.0,5,511,2017.0,1.0,0.0,2.0,Moderado
1.0,1,14.0,10,1004,2017.0,1.0,1.0,1.0,Moderado
1.0,1,14.0,12,1223,2019.0,1.0,0.0,2.0,Moderado
1.0,1,14.0,12,1223,2019.0,1.0,0.0,2.0,Moderado
1.0,1,15.0,1,101,2013.0,1.0,1.0,0.0,Moderado
1.0,1,15.0,1,101,2013.0,1.0,1.0,0.0,Moderado
1.0,1,15.0,1,101,2013.0,1.0,1.0,0.0,Moderado
1.0,1,15.0,1,101,2020.0,2.0,0.0,3.0,Moderado
1.0,1,15.0,1,101,2020.0,2.0,0.0,3.0,Moderado
1.0,1,15.0,1,101,2023.0,1.0,1.0,1.0,Moderado
1.0,1,15.0,1,101,2023.0,1.0,1.0,1.0,Moderado
1.0,1,15.0,4,406,2022.0,1.0,1.0,0.0,Moderado
1.0,1,15.0,4,406,2022.0,1.0,1.0,0.0,Moderado
1.0,1,15.0,5,502,2019.0,1.0,0.0,2.0,Moderado
1.0,1,15.0,12,1208,2023.0,1.0,1.0,0.0,Moderado
1.0,1,15.0,12,1208,2023.0,1.0,1.0,0.0,Moderado
1.0,1,15.0,17,1704,2022.0,1.0,1.0,1.0,Moderado
1.0,1,15.0,17,1704,2022.0,1.0,1.0,1.0,Moderado
1.0,1,16.0,1,101,2015.0,1.0,0.0,2.0,Moderado
1.0,1,16.0,1,101,2015.0,1.0,0.0,2.0,Moderado
1.0,1,16.0,1,112,2019.0,1.0,0.0,3.0,Moderado
1.0,1,16.0,8,801,2017.0,1.0,0.0,2.0,Moderado
1.0,1,16.0,8,801,2017.0,1.0,0.0,2.0,Moderado
1.0,1,16.0,10,1018,2019.0,1.0,1.0,15.0,Moderado
1.0,1,16.0,10,1018,2019.0,1.0,1.0,15.0,Moderado
1.0,1,16.0,15,1502,2019.0,1.0,0.0,3.0,Moderado
1.0,1,16.0,15,1502,2019.0,1.0,0.0,3.0,Moderado
1.0,1,16.0,15,1507,2023.0,1.0,1.0,0.0,Moderado
1.0,1,16.0,15,1507,2023.0,1.0,1.0,0.0,Moderado
1.0,1,17.0,1,101,2022.0,1.0,0.0,4.0,Moderado
1.0,1,17.0,16,1613,2020.0,1.0,0.0,2.0,Moderado
1.0,1,17.0,18,1801,2023.0,1.0,0.0,2.0,Moderado
1.0,1,18.0,1,110,2017.0,1.0,0.0,2.0,Moderado
1.0,1,18.0,1,110,2017.0,1.0,0.0,2.0,Moderado
1.0,1,18.0,8,802,2017.0,1.0,0.0,3.0,Moderado
1.0,1,18.0,9,909,2023.0,1.0,0.0,2.0,Moderado
1.0,1,18.0,9,909,2023.0,1.0,0.0,2.0,Moderado
1.0,1,18.0,11,1104,2018.0,1.0,1.0,0.0,Moderado
1.0,1,18.0,11,1104,2018.0,1.0,1.0,0.0,Moderado
1.0,1,18.0,15,1507,2021.0,1.0,1.0,1.0,Moderado
1.0,1,18.0,17,1701,2019.0,1.0,0.0,2.0,Moderado
1.0,1,19.0,1,114,2021.0,1.0,0.0,2.0,Moderado
1.0,1,19.0,1,114,2021.0,1.0,0.0,2.0,Moderado
1.0,1,19.0,7,701,2021.0,1.0,1.0,0.0,Moderado
1.0,1,19.0,7,701,2021.0,1.0,1.0,0.0,Moderado
1.0,1,19.0,8,801,2019.0,1.0,0.0,2.0,Moderado
1.0,1,19.0,14,1419,2021.0,1.0,1.0,0.0,Moderado
1.0,1,19.0,14,1419,2021.0,1.0,1.0,0.0,Moderado
1.0,1,19.0,22,2204,2022.0,1.0,1.0,4.0,Moderado
1.0,1,19.0,22,2204,2022.0,1.0,1.0,4.0,Moderado
1.0,1,20.0,1,107,2017.0,1.0,1.0,0.0,Moderado
1.0,1,20.0,1,107,2017.0,1.0,1.0,0.0,Moderado
1.0,1,20.0,2,205,2021.0,1.0,1.0,0.0,Moderado
1.0,1,20.0,4,406,2020.0,1.0,1.0,0.0,Moderado
1.0,1,20.0,6,602,2015.0,1.0,0.0,4.0,Moderado
1.0,1,20.0,6,602,2015.0,1.0,0.0,4.0,Moderado
1.0,1,20.0,6,602,2015.0,1.0,0.0,4.0,Moderado
1.0,1,20.0,11,1101,2023.0,1.0,0.0,3.0,Moderado
1.0,1,21.0,1,101,2019.0,1.0,0.0,2.0,Moderado
1.0,1,21.0,1,101,2019.0,1.0,0.0,2.0,Moderado
1.0,1,21.0,1,115,2022.0,1.0,0.0,2.0,Moderado
1.0,1,21.0,1,115,2022.0,1.0,0.0,2.0,Moderado
1.0,1,21.0,6,606,2018.0,1.0,0.0,2.0,Moderado
1.0,1,21.0,6,606,2018.0,1.0,0.0,2.0,Moderado
1.0,1,21.0,7,701,2019.0,1.0,0.0,2.0,Moderado
1.0,1,21.0,7,701,2019.0,1.0,0.0,2.0,Moderado
1.0,1,21.0,9,901,2022.0,1.0,1.0,0.0,Moderado
1.0,1,21.0,9,901,2022.0,1.0,1.0,0.0,Moderado
1.0,1,21.0,12,1225,2023.0,1.0,1.0,0.0,Moderado
1.0,1,21.0,12,1225,2023.0,1.0,1.0,0.0,Moderado
1.0,1,21.0,19,1903,2017.0,1.0,0.0,4.0,Moderado
1.0,1,22.0,1,117,2017.0,1.0,0.0,2.0,Moderado
1.0,1,22.0,1,117,2017.0,1.0,0.0,2.0,Moderado
1.0,1,22.0,19,1901,2022.0,1.0,1.0,0.0,Moderado
1.0,1,22.0,19,1904,2022.0,1.0,1.0,0.0,Moderado
1.0,1,22.0,19,1904,2022.0,1.0,1.0,0.0,Moderado
1.0,1,23.0,1,101,2023.0,1.0,1.0,1.0,Moderado
1.0,1,23.0,1,112,2019.0,1.0,0.0,4.0,Moderado
1.0,1,23.0,1,114,2021.0,1.0,0.0,2.0,Moderado
1.0,1,23.0,15,1503,2018.0,1.0,0.0,2.0,Moderado
1.0,1,23.0,17,1703,2018.0,1.0,1.0,0.0,Moderado
1.0,1,23.0,17,1703,2018.0,1.0,1.0,0.0,Moderado
1.0,1,23.0,18,1801,2016.0,1.0,0.0,5.0,Moderado
1.0,1,23.0,18,1801,2016.0,1.0,0.0,5.0,Moderado
1.0,1,23.0,19,1901,2015.0,1.0,1.0,1.0,Moderado
1.0,1,23.0,19,1901,2015.0,1.0,1.0,1.0,Moderado
1.0,1,23.0,19,1901,2015.0,1.0,1.0,1.0,Moderado
1.0,1,23.0,19,1903,2018.0,1.0,1.0,0.0,Moderado
1.0,1,23.0,19,1903,2018.0,1.0,1.0,0.0,Moderado
1.0,1,23.0,22,2201,2020.0,1.0,1.0,0.0,Moderado
1.0,1,23.0,22,2201,2020.0,1.0,1.0,0.0,Moderado
1.0,1,23.0,22,2206,2016.0,1.0,1.0,0.0,Moderado
1.0,2,0.0,10,1010,2015.0,1.0,0.0,2.0,Moderado
1.0,2,0.0,10,1010,2015.0,1.0,0.0,2.0,Moderado
1.0,2,0.0,17,1703,2016.0,1.0,0.0,2.0,Moderado
1.0,2,0.0,17,1703,2016.0,1.0,0.0,2.0,Moderado
1.0,2,0.0,17,1705,2017.0,1.0,1.0,1.0,Moderado
1.0,2,0.0,17,1705,2017.0,1.0,1.0,1.0,Moderado
1.0,2,0.0,18,1801,2022.0,1.0,0.0,2.0,Moderado
1.0,2,1.0,6,609,2016.0,1.0,1.0,0.0,Moderado
1.0,2,2.0,1,101,2015.0,1.0,0.0,2.0,Moderado
1.0,2,2.0,1,113,2015.0,1.0,1.0,0.0,Moderado
1.0,2,2.0,4,416,2020.0,1.0,1.0,0.0,Moderado
1.0,2,3.0,1,101,2020.0,2.0,1.0,1.0,Moderado
1.0,2,3.0,1,101,2020.0,2.0,1.0,1.0,Moderado
1.0,2,3.0,9,920,2015.0,1.0,1.0,0.0,Moderado
1.0,2,3.0,9,920,2015.0,1.0,1.0,0.0,Moderado
1.0,2,3.0,16,1617,2016.0,1.0,1.0,3.0,Moderado
1.0,2,3.0,16,1617,2016.0,1.0,1.0,3.0,Moderado
1.0,2,4.0,2,207,2016.0,1.0,1.0,3.0,Moderado
1.0,2,4.0,2,207,2016.0,1.0,1.0,3.0,Moderado
1.0,2,4.0,18,1801,2023.0,1.0,1.0,0.0,Moderado
1.0,2,4.0,18,1801,2023.0,1.0,1.0,0.0,Moderado
1.0,2,5.0,1,101,2017.0,1.0,0.0,2.0,Moderado
1.0,2,5.0,3,304,2021.0,1.0,1.0,0.0,Moderado
1.0,2,5.0,3,304,2023.0,1.0,1.0,0.0,Moderado
1.0,2,5.0,3,304,2023.0,1.0,1.0,0.0,Moderado
1.0,2,5.0,8,801,2015.0,1.0,1.0,0.0,Moderado
1.0,2,6.0,1,101,2017.0,1.0,1.0,0.0,Moderado
1.0,2,6.0,1,101,2017.0,1.0,1.0,0.0,Moderado
1.0,2,6.0,1,117,2019.0,1.0,1.0,0.0,Moderado
1.0,2,6.0,1,117,2019.0,1.0,1.0,0.0,Moderado
1.0,2,7.0,1,101,2016.0,1.0,1.0,0.0,Moderado
1.0,2,7.0,1,110,2017.0,1.0,0.0,3.0,Moderado
1.0,2,7.0,1,110,2017.0,1.0,0.0,3.0,Moderado
1.0,2,8.0,1,101,2023.0,1.0,0.0,2.0,Moderado
1.0,2,8.0,1,101,2023.0,1.0,0.0,2.0,Moderado
1.0,2,8.0,6,608,2020.0,1.0,1.0,0.0,Moderado
1.0,2,8.0,6,608,2020.0,1.0,1.0,0.0,Moderado
1.0,2,9.0,1,101,2023.0,1.0,0.0,3.0,Moderado
1.0,2,9.0,1,101,2023.0,1.0,0.0,3.0,Moderado
1.0,2,9.0,7,701,2015.0,1.0,0.0,3.0,Moderado
1.0,2,10.0,1,101,2015.0,1.0,0.0,2.0,Moderado
1.0,2,10.0,1,115,2020.0,1.0,0.0,2.0,Moderado
1.0,2,10.0,1,115,2020.0,1.0,0.0,2.0,Moderado
1.0,2,12.0,1,101,2017.0,1.0,0.0,2.0,Moderado
1.0,2,12.0,2,203,2021.0,1.0,0.0,3.0,Moderado
1.0,2,12.0,20,2001,2016.0,1.0,0.0,2.0,Moderado
1.0,2,12.0,20,2001,2016.0,1.0,0.0,2.0,Moderado
1.0,2,13.0,1,102,2013.0,1.0,0.0,2.0,Moderado
1.0,2,13.0,1,102,2013.0,1.0,0.0,2.0,Moderado
1.0,2,13.0,9,920,2015.0,1.0,1.0,0.0,Moderado
1.0,2,13.0,9,920,2015.0,1.0,1.0,0.0,Moderado
1.0,2,13.0,10,1007,2019.0,1.0,0.0,2.0,Moderado
1.0,2,13.0,10,1007,2019.0,1.0,0.0,2.0,Moderado
1.0,2,14.0,5,511,2022.0,1.0,0.0,2.0,Moderado
1.0,2,14.0,6,601,2017.0,1.0,0.0,2.0,Moderado
1.0,2,14.0,6,601,2017.0,1.0,0.0,2.0,Moderado
1.0,2,15.0,1,108,2013.0,1.0,1.0,0.0,Moderado
1.0,2,15.0,1,108,2013.0,1.0,1.0,0.0,Moderado
1.0,2,15.0,1,108,2020.0,2.0,0.0,2.0,Moderado
1.0,2,15.0,1,108,2020.0,2.0,0.0,2.0,Moderado
1.0,2,15.0,1,113,2023.0,1.0,0.0,2.0,Moderado
1.0,2,15.0,1,113,2023.0,1.0,0.0,2.0,Moderado
1.0,2,15.0,3,309,2021.0,1.0,1.0,0.0,Moderado
1.0,2,15.0,3,309,2021.0,1.0,1.0,0.0,Moderado
1.0,2,15.0,17,1701,2023.0,1.0,1.0,0.0,Moderado
1.0,2,15.0,17,1701,2023.0,1.0,1.0,0.0,Moderado
1.0,2,16.0,1,101,2017.0,1.0,1.0,0.0,Moderado
1.0,2,16.0,1,114,2022.0,1.0,1.0,0.0,Moderado
1.0,2,16.0,1,114,2022.0,1.0,1.0,0.0,Moderado
1.0,2,16.0,12,1219,2018.0,1.0,0.0,3.0,Moderado
1.0,2,16.0,12,1219,2018.0,1.0,0.0,3.0,Moderado
1.0,2,16.0,13,1301,2015.0,1.0,1.0,7.0,Moderado
1.0,2,16.0,13,1301,2015.0,1.0,1.0,7.0,Moderado
1.0,2,17.0,6,609,2019.0,1.0,1.0,0.0,Moderado
1.0,2,17.0,9,902,2020.0,1.0,1.0,0.0,Moderado
1.0,2,17.0,9,902,2020.0,1.0,1.0,0.0,Moderado
1.0,2,17.0,18,1801,2017.0,1.0,1.0,0.0,Moderado
1.0,2,17.0,18,1801,2017.0,1.0,1.0,0.0,Moderado
1.0,2,17.0,19,1902,2019.0,1.0,1.0,0.0,Moderado
1.0,2,17.0,21,2101,2022.0,1.0,1.0,0.0,Moderado
1.0,2,17.0,21,2101,2022.0,1.0,1.0,0.0,Moderado
1.0,2,18.0,1,101,2015.0,1.0,0.0,2.0,Moderado
1.0,2,18.0,1,101,2015.0,1.0,0.0,2.0,Moderado
1.0,2,18.0,1,101,2017.0,1.0,1.0,0.0,Moderado
1.0,2,18.0,1,115,2019.0,2.0,0.0,3.0,Moderado
1.0,2,18.0,1,115,2019.0,2.0,0.0,3.0,Moderado
1.0,2,18.0,5,501,2020.0,1.0,1.0,1.0,Moderado
1.0,2,18.0,11,1104,2022.0,1.0,0.0,2.0,Moderado
1.0,2,18.0,11,1104,2022.0,1.0,0.0,2.0,Moderado
1.0,2,19.0,6,606,2023.0,1.0,1.0,0.0,Moderado
1.0,2,19.0,6,606,2023.0,1.0,1.0,0.0,Moderado
1.0,2,19.0,6,608,2020.0,1.0,1.0,1.0,Moderado
1.0,2,19.0,13,1310,2016.0,1.0,1.0,0.0,Moderado
1.0,2,19.0,13,1310,2016.0,1.0,1.0,0.0,Moderado
1.0,2,19.0,19,1903,2019.0,1.0,1.0,0.0,Moderado
1.0,2,19.0,19,1903,2019.0,1.0,1.0,0.0,Moderado
1.0,2,19.0,22,2201,2019.0,1.0,1.0,0.0,Moderado
1.0,2,20.0,1,113,2015.0,1.0,1.0,0.0,Moderado
1.0,2,20.0,1,113,2015.0,1.0,1.0,0.0,Moderado
1.0,2,20.0,12,1201,2015.0,1.0,1.0,0.0,Moderado
1.0,2,20.0,19,1903,2020.0,1.0,1.0,0.0,Moderado
1.0,2,20.0,19,1903,2020.0,1.0,1.0,0.0,Moderado
1.0,2,20.0,19,1905,2022.0,1.0,1.0,2.0,Moderado
1.0,2,21.0,1,114,2020.0,1.0,1.0,0.0,Moderado
1.0,2,21.0,1,114,2020.0,1.0,1.0,0.0,Moderado
1.0,2,21.0,3,306,2016.0,1.0,1.0,0.0,Moderado
1.0,2,21.0,3,306,2016.0,1.0,1.0,0.0,Moderado
1.0,2,21.0,4,401,2020.0,1.0,0.0,2.0,Moderado
1.0,2,21.0,4,401,2020.0,1.0,0.0,2.0,Moderado
1.0,2,21.0,6,608,2021.0,1.0,1.0,0.0,Moderado
1.0,2,21.0,17,1705,2019.0,1.0,1.0,0.0,Moderado
1.0,2,21.0,17,1705,2019.0,1.0,1.0,0.0,Moderado
1.0,2,22.0,1,101,2019.0,2.0,1.0,1.0,Moderado
1.0,2,22.0,1,101,2019.0,2.0,1.0,1.0,Moderado
1.0,2,22.0,1,101,2020.0,1.0,0.0,2.0,Moderado
1.0,2,22.0,1,101,2020.0,1.0,0.0,2.0,Moderado
1.0,2,22.0,3,301,2016.0,1.0,1.0,0.0,Moderado
1.0,2,22.0,5,501,2020.0,1.0,1.0,0.0,Moderado
1.0,2,22.0,5,501,2020.0,1.0,1.0,0.0,Moderado
1.0,2,22.0,6,601,2016.0,1.0,1.0,0.0,Moderado
1.0,2,22.0,6,601,2016.0,1.0,1.0,0.0,Moderado
1.0,2,22.0,11,1104,2016.0,1.0,1.0,0.0,Moderado
1.0,2,22.0,16,1606,2021.0,1.0,1.0,1.0,Moderado
1.0,2,22.0,18,1801,2015.0,1.0,0.0,3.0,Moderado
1.0,2,22.0,21,2101,2015.0,1.0,0.0,4.0,Moderado
1.0,2,22.0,22,2216,2020.0,1.0,0.0,2.0,Moderado
1.0,2,22.0,22,2216,2020.0,1.0,0.0,2.0,Moderado
1.0,2,23.0,1,108,2023.0,1.0,0.0,3.0,Moderado
1.0,2,23.0,2,203,2017.0,1.0,1.0,0.0,Moderado
1.0,2,23.0,2,203,2017.0,1.0,1.0,0.0,Moderado
1.0,2,23.0,9,920,2019.0,1.0,1.0,1.0,Moderado
1.0,2,23.0,9,920,2023.0,1.0,1.0,0.0,Moderado
1.0,2,23.0,9,920,2023.0,1.0,1.0,0.0,Moderado
1.0,2,23.0,17,1709,2017.0,1.0,1.0,0.0,Moderado
1.0,2,23.0,17,1709,2017.0,1.0,1.0,0.0,Moderado
1.0,2,23.0,18,1801,2016.0,1.0,1.0,0.0,Moderado
1.0,3,0.0,1,115,2020.0,2.0,0.0,2.0,Moderado
1.0,3,0.0,1,115,2020.0,2.0,0.0,2.0,Moderado
1.0,3,0.0,6,601,2020.0,1.0,1.0,0.0,Moderado
1.0,3,0.0,6,601,2020.0,1.0,1.0,0.0,Moderado
1.0,3,0.0,17,1707,2020.0,1.0,1.0,0.0,Moderado
1.0,3,0.0,17,1707,2020.0,1.0,1.0,0.0,Moderado
1.0,3,1.0,1,101,2015.0,1.0,0.0,2.0,Moderado
1.0,3,1.0,1,116,2020.0,1.0,1.0,1.0,Moderado
1.0,3,1.0,1,117,2021.0,1.0,0.0,2.0,Moderado
1.0,3,1.0,18,1801,2015.0,1.0,1.0,0.0,Moderado
1.0,3,1.0,20,2001,2016.0,1.0,0.0,2.0,Moderado
1.0,3,2.0,1,101,2019.0,1.0,0.0,2.0,Moderado
1.0,3,2.0,1,101,2019.0,1.0,0.0,2.0,Moderado
1.0,3,2.0,1,117,2020.0,2.0,3.0,2.0,Moderado
1.0,3,2.0,1,117,2020.0,2.0,3.0,2.0,Moderado
1.0,3,4.0,18,1804,2021.0,1.0,1.0,0.0,Moderado
1.0,3,5.0,12,1201,2015.0,1.0,0.0,4.0,Moderado
1.0,3,5.0,12,1201,2015.0,1.0,0.0,4.0,Moderado
1.0,3,6.0,1,115,2019.0,1.0,1.0,1.0,Moderado
1.0,3,7.0,1,110,2017.0,1.0,1.0,1.0,Moderado
1.0,3,7.0,1,110,2017.0,1.0,1.0,1.0,Moderado
1.0,3,7.0,1,116,2022.0,1.0,0.0,2.0,Moderado
1.0,3,7.0,1,116,2022.0,1.0,0.0,2.0,Moderado
1.0,3,7.0,12,1215,2013.0,1.0,1.0,0.0,Moderado
1.0,3,7.0,12,1215,2013.0,1.0,1.0,0.0,Moderado
1.0,3,8.0,1,101,2015.0,1.0,0.0,2.0,Moderado
1.0,3,8.0,1,101,2015.0,1.0,0.0,2.0,Moderado
1.0,3,8.0,1,101,2022.0,1.0,0.0,2.0,Moderado
1.0,3,8.0,1,101,2022.0,1.0,0.0,2.0,Moderado
1.0,3,8.0,4,406,2016.0,1.0,0.0,2.0,Moderado
1.0,3,8.0,19,1903,2018.0,1.0,0.0,2.0,Moderado
1.0,3,9.0,1,113,2016.0,2.0,0.0,2.0,Moderado
1.0,3,9.0,1,113,2016.0,2.0,0.0,2.0,Moderado
1.0,3,10.0,1,101,2016.0,1.0,0.0,2.0,Moderado
