dia_ocu,mes_ocu,año_ocu,hora_ocu,depto_ocu,mupio_ocu,tipo_veh,color_veh,modelo_veh,tipo_accidente,marca_veh
17,2,2019,21,1,102,1,2,1998,1,27
17,2,2019,16,1,101,4,5,9999,2,54
17,2,2019,12,1,115,1,4,2012,1,73
17,2,2019,20,1,115,1,4,2017,1,52
17,2,2019,23,1,116,4,5,9999,2,6
17,2,2019,6,1,108,1,99,9999,1,999
17,2,2019,11,1,110,4,1,9999,2,32
17,2,2019,15,1,108,2,3,9999,1,41
17,2,2019,7,1,108,1,2,1998,1,48
17,2,2019,11,1,110,4,99,9999,2,999
17,2,2019,14,22,2201,4,4,9999,1,18
17,2,2019,16,22,2205,4,99,9999,1,999
17,2,2019,8,22,2205,5,14,9999,3,999
17,2,2019,18,20,2010,3,2,9999,1,69
17,2,2019,18,20,2005,4,1,9999,6,32
17,2,2019,7,5,508,4,5,9999,6,67
17,2,2019,17,6,602,4,3,9999,2,54
17,2,2019,20,6,614,4,1,9999,1,76
17,2,2019,2,6,611,1,99,9999,1,999
17,2,2019,8,11,1109,4,1,2018,1,32
17,2,2019,16,12,1222,4,6,9999,1,163
17,2,2019,17,16,1601,5,2,1990,1,26
17,2,2019,17,16,1607,4,4,9999,6,999
17,2,2019,15,15,1501,3,3,9999,1,69
17,2,2019,19,15,1507,4,1,9999,1,32
17,2,2019,5,7,710,4,99,9999,6,999
17,2,2019,16,4,409,3,3,2005,1,17
17,2,2019,19,3,304,4,99,9999,6,999
18,2,2019,1,1,101,1,3,9999,2,69
18,2,2019,8,1,101,1,2,9999,1,28
18,2,2019,4,1,101,2,99,9999,1,999
18,2,2019,2,1,110,4,3,9999,2,999
18,2,2019,15,16,1615,3,1,9999,1,999
18,2,2019,1,16,1613,4,99,9999,6,999
18,2,2019,8,15,1507,7,99,9999,2,999
18,2,2019,15,5,502,3,9,9999,1,56
18,2,2019,4,17,1710,9,4,9999,1,48
18,2,2019,18,17,1701,1,99,9999,1,999
18,2,2019,15,19,1907,3,2,9999,3,56
18,2,2019,18,3,308,1,4,2013,1,28
18,2,2019,21,3,304,12,6,1992,1,30
18,2,2019,22,1,115,4,5,2011,1,42
18,2,2019,9,1,115,5,7,9999,1,30
18,2,2019,4,5,511,1,2,9999,1,27
18,2,2019,20,16,1601,5,99,9999,1,999
19,2,2019,11,1,101,4,1,9999,6,6
19,2,2019,23,1,101,1,99,9999,1,999
19,2,2019,21,1,101,1,2,2018,1,28
19,2,2019,14,1,101,2,10,2009,1,66
19,2,2019,16,1,101,6,2,9999,1,19
19,2,2019,15,1,101,1,99,2008,1,10
19,2,2019,5,5,514,5,2,9999,1,17
19,2,2019,9,10,1001,5,2,9999,1,26
19,2,2019,19,13,1307,5,99,9999,1,30
19,2,2019,20,4,414,2,99,9999,1,999
20,2,2019,8,1,101,4,5,9999,2,67
20,2,2019,10,1,101,4,1,2013,1,32
20,2,2019,15,17,1703,1,3,2005,3,41
20,2,2019,20,16,1617,4,5,9999,2,6
20,2,2019,16,3,303,2,8,1999,1,69
20,2,2019,21,1,101,4,5,9999,1,3
20,2,2019,19,1,108,1,99,2015,1,28
20,2,2019,13,5,505,12,1,9999,3,999
21,2,2019,6,1,101,4,6,9999,1,32
21,2,2019,14,1,101,12,2,9999,1,30
21,2,2019,18,1,101,9,6,9999,1,28
21,2,2019,1,1,101,5,99,9999,1,999
21,2,2019,3,1,108,3,1,9999,1,56
21,2,2019,15,22,2212,1,5,9999,1,27
21,2,2019,14,19,1903,9,6,9999,1,69
21,2,2019,16,8,801,12,6,9999,3,30
21,2,2019,17,16,1601,5,2,9999,1,23
21,2,2019,4,17,1713,5,2,9999,2,56
21,2,2019,6,4,401,4,99,9999,1,999
22,2,2019,1,1,101,4,5,2017,2,27
22,2,2019,13,1,101,1,2,9999,1,28
22,2,2019,1,1,101,4,1,9999,2,67
22,2,2019,22,1,101,1,5,2008,1,73
22,2,2019,15,1,108,4,2,9999,1,64
22,2,2019,17,10,1016,3,4,1990,1,69
22,2,2019,0,9,901,9,2,9999,2,999
22,2,2019,11,16,1606,3,11,9999,1,69
22,2,2019,16,2,208,4,5,2019,2,2
22,2,2019,10,17,1701,1,4,9999,1,69
22,2,2019,8,17,1713,4,5,9999,2,999
22,2,2019,13,3,307,3,4,9999,1,69
22,2,2019,14,3,312,2,4,9999,1,41
23,2,2019,1,1,101,9,7,2004,1,41
23,2,2019,19,1,101,1,4,2019,1,41
23,2,2019,20,1,101,4,5,9999,1,64
23,2,2019,14,1,101,4,1,9999,2,32
23,2,2019,22,1,101,4,99,9999,1,999
23,2,2019,16,1,101,4,99,9999,1,999
23,2,2019,23,1,101,4,1,9999,6,6
23,2,2019,0,1,101,1,5,9999,1,73
23,2,2019,4,1,115,4,5,9999,6,6
23,2,2019,0,1,108,1,6,9999,1,69
23,2,2019,10,1,115,4,3,2018,1,168
23,2,2019,13,5,501,4,1,9999,1,3
23,2,2019,16,5,501,3,4,9999,1,69
23,2,2019,20,5,501,4,99,9999,6,999
23,2,2019,0,11,1104,4,99,9999,1,999
23,2,2019,0,16,1609,5,2,1995,1,52
23,2,2019,14,16,1609,3,4,2012,1,69
23,2,2019,18,16,1602,9,2,2002,1,69
23,2,2019,22,18,1802,6,2,9999,1,19
23,2,2019,5,18,1802,4,1,2007,2,67
23,2,2019,14,17,1701,1,2,9999,1,69
23,2,2019,22,17,1701,4,2,9999,6,27
23,2,2019,17,7,706,14,1,9999,1,6
23,2,2019,22,4,401,4,99,9999,1,999
24,2,2019,4,1,101,1,3,2016,1,48
24,2,2019,12,1,101,1,5,9999,1,48
24,2,2019,22,1,101,2,5,2005,1,41
24,2,2019,1,1,101,4,5,9999,2,27
24,2,2019,14,1,101,4,5,2010,2,27
24,2,2019,2,1,101,2,11,9999,1,41
24,2,2019,8,1,115,4,1,2012,2,999
24,2,2019,15,22,2205,2,99,2001,1,10
24,2,2019,19,22,2201,3,9,1994,1,69
24,2,2019,23,5,504,2,5,9999,1,27
24,2,2019,2,5,505,3,5,9999,1,17
24,2,2019,11,5,502,12,3,9999,1,999
24,2,2019,11,5,505,1,15,9999,2,48
24,2,2019,16,6,601,2,3,2004,1,27
24,2,2019,11,10,1002,3,2,9999,1,69
24,2,2019,15,10,1006,3,2,2008,1,28
24,2,2019,1,11,1104,1,2,1988,1,999
24,2,2019,1,12,1201,2,3,9999,1,48
24,2,2019,11,13,1302,2,99,9999,4,69
24,2,2019,21,16,1604,1,5,9999,1,69
24,2,2019,1,18,1801,4,4,9999,1,999
24,2,2019,21,18,1801,4,5,9999,2,67
24,2,2019,21,7,701,2,3,9999,2,17
24,2,2019,0,3,302,1,9,2009,1,48
25,2,2019,8,1,101,1,5,2007,1,27
25,2,2019,7,1,101,1,9,9999,1,27
25,2,2019,13,1,101,99,99,9999,1,999
25,2,2019,12,1,114,1,2,9999,1,69
25,2,2019,6,1,115,4,1,9999,1,999
25,2,2019,12,1,110,5,7,9999,1,17
25,2,2019,14,20,2001,9,6,9999,1,69
25,2,2019,16,19,1901,3,6,1995,1,69
25,2,2019,20,6,601,5,2,9999,1,69
25,2,2019,14,6,606,14,1,9999,1,6
25,2,2019,21,8,801,1,2,2014,6,67
25,2,2019,22,16,1610,1,9,2014,1,52
25,2,2019,7,18,1802,1,5,2004,1,69
25,2,2019,18,4,406,1,4,2000,1,27
26,2,2019,7,1,101,4,3,2017,2,2
26,2,2019,17,1,101,4,5,9999,6,999
26,2,2019,22,19,1901,1,2,9999,2,999
26,2,2019,22,5,506,4,5,9999,1,6
26,2,2019,18,5,511,5,99,9999,1,52
26,2,2019,19,10,1021,12,1,9999,1,30
26,2,2019,5,11,1101,1,6,9999,2,69
26,2,2019,13,11,1107,5,2,9999,3,30
26,2,2019,21,12,1217,4,2,2018,1,76
26,2,2019,17,2,201,3,99,1995,1,56
27,2,2019,16,1,101,4,99,9999,1,999
27,2,2019,8,1,107,99,99,9999,1,999
27,2,2019,1,1,101,1,3,9999,1,27
27,2,2019,16,1,101,2,5,2007,1,10
27,2,2019,18,1,101,1,99,2012,1,73
27,2,2019,10,1,101,1,5,9999,1,27
27,2,2019,0,1,115,1,4,9999,1,48
27,2,2019,0,1,115,12,99,9999,1,30
27,2,2019,8,1,108,1,6,9999,1,48
27,2,2019,14,1,108,1,5,2003,1,69
27,2,2019,18,22,2214,99,99,9999,1,999
27,2,2019,20,21,2101,1,5,9999,1,69
27,2,2019,21,19,1901,4,5,9999,6,3
27,2,2019,16,5,509,5,3,9999,1,41
27,2,2019,0,5,506,4,99,9999,6,999
27,2,2019,18,10,1015,99,99,9999,1,999
27,2,2019,2,13,1312,3,99,9999,1,69
27,2,2019,16,13,1301,3,3,9999,1,10
27,2,2019,2,16,1602,5,2,9999,6,999
27,2,2019,19,16,1611,4,9,9999,1,27
27,2,2019,21,17,1701,4,99,9999,1,67
27,2,2019,3,14,1401,4,5,9999,2,64
27,2,2019,8,3,304,5,7,9999,1,999
28,2,2019,22,1,101,4,99,9999,2,999
28,2,2019,3,1,101,5,7,9999,1,88
28,2,2019,10,1,102,5,2,1995,1,52
28,2,2019,9,1,101,2,6,1999,1,27
28,2,2019,9,1,115,1,4,2004,1,69
28,2,2019,19,1,114,3,1,2017,1,69
28,2,2019,16,1,108,1,3,2009,1,8
28,2,2019,23,1,110,1,99,9999,1,999
28,2,2019,14,5,511,5,7,9999,1,999
28,2,2019,7,11,1102,2,2,2014,1,9
28,2,2019,17,9,920,5,2,9999,1,999
28,2,2019,17,15,1503,4,99,9999,1,999
28,2,2019,21,2,201,1,99,9999,1,999
28,2,2019,18,17,1701,1,99,2003,3,27
28,2,2019,12,17,1703,3,5,9999,1,48
28,2,2019,11,4,409,3,1,9999,1,69
1,2,2019,6,1,117,1,99,9999,5,999
1,2,2019,17,10,1004,4,1,2011,5,6
1,2,2019,18,12,1215,4,7,2017,5,32
1,2,2019,19,22,2201,1,99,9999,5,999
1,2,2019,6,20,2003,1,99,9999,5,999
1,2,2019,16,1,101,4,1,2016,5,67
1,2,2019,18,1,115,12,7,9999,5,999
1,2,2019,18,1,108,3,5,1998,5,56
1,2,2019,18,1,115,1,7,1990,5,27
1,2,2019,22,1,101,99,99,9999,5,999
2,2,2019,1,1,101,99,99,9999,5,999
2,2,2019,1,1,108,99,99,9999,5,999
2,2,2019,8,6,602,99,99,9999,5,999
2,2,2019,17,1,101,4,4,2016,5,67
3,2,2019,7,1,101,4,1,2018,5,6
3,2,2019,12,1,101,3,11,2011,5,31
3,2,2019,20,4,407,4,99,9999,5,999
3,2,2019,18,10,1001,4,1,9999,5,27
4,2,2019,5,1,106,1,5,2006,5,27
4,2,2019,6,1,101,4,5,9999,5,67
4,2,2019,13,10,1021,5,2,9999,5,67
4,2,2019,18,20,2001,4,2,9999,5,27
4,2,2019,18,1,115,11,99,9999,5,999
5,2,2019,7,1,101,1,99,9999,5,999
5,2,2019,8,1,101,3,99,9999,5,999
5,2,2019,9,1,101,4,3,9999,5,6
5,2,2019,19,1,105,1,3,9999,5,52
5,2,2019,11,7,701,1,4,9999,5,69
6,2,2019,15,1,101,5,2,1998,5,17
6,2,2019,19,1,115,2,4,9999,5,27
6,2,2019,20,1,101,2,8,2007,5,48
6,2,2019,20,1,110,4,5,2013,5,67
6,2,2019,11,9,901,1,4,9999,5,52
6,2,2019,10,7,701,5,2,1995,5,17
6,2,2019,5,4,401,99,99,9999,5,999
7,2,2019,15,1,101,4,5,9999,5,3
7,2,2019,7,1,101,2,4,9999,5,90
7,2,2019,12,1,101,5,2,9999,5,26
7,2,2019,16,13,1301,4,5,9999,5,64
7,2,2019,9,15,1501,1,6,9999,5,27
7,2,2019,8,7,701,5,5,9999,5,999
8,2,2019,18,1,101,4,6,2017,5,32
8,2,2019,18,1,116,99,99,9999,5,999
8,2,2019,17,1,108,4,1,9999,5,18
8,2,2019,23,1,108,5,2,9999,5,999
8,2,2019,5,1,101,99,99,9999,5,999
8,2,2019,12,10,1001,2,4,9999,5,69
8,2,2019,1,16,1601,4,1,2013,5,32
8,2,2019,20,2,201,99,99,9999,5,999
9,2,2019,13,1,101,4,5,9999,5,32
9,2,2019,15,1,101,12,3,9999,5,999
9,2,2019,19,1,101,3,2,9999,5,69
9,2,2019,20,1,107,4,4,2014,5,32
9,2,2019,16,19,1901,1,99,9999,5,999
9,2,2019,15,10,1021,5,6,1992,5,30
9,2,2019,1,17,1704,99,99,9999,5,999
10,2,2019,17,1,106,1,6,1997,5,41
10,2,2019,19,1,101,4,5,9999,5,999
10,2,2019,8,1,101,99,99,9999,5,999
10,2,2019,3,1,101,99,99,9999,5,999
10,2,2019,2,1,115,1,99,9999,5,999
10,2,2019,20,21,2106,3,2,9999,5,69
10,2,2019,2,6,602,4,5,9999,5,163
10,2,2019,11,13,1301,4,1,9999,5,27
10,2,2019,21,16,1617,14,1,9999,5,6
10,2,2019,19,9,901,4,1,9999,5,27
11,2,2019,22,1,101,1,99,9999,5,999
11,2,2019,13,1,101,4,5,9999,5,999
11,2,2019,12,20,2007,1,99,9999,5,999
11,2,2019,21,19,1901,1,99,9999,5,999
11,2,2019,7,4,416,4,6,9999,5,32
11,2,2019,15,4,401,4,2,9999,5,35
12,2,2019,22,1,101,99,99,9999,5,999
12,2,2019,10,1,101,1,3,2007,5,27
12,2,2019,10,12,1202,5,2,1997,5,52
13,2,2019,7,5,501,4,5,2017,5,54
13,2,2019,12,6,601,1,99,9999,5,999
13,2,2019,12,12,1215,4,1,2012,5,6
13,2,2019,7,16,1601,1,99,9999,5,999
13,2,2019,9,7,711,1,99,9999,5,999
14,2,2019,7,1,117,4,5,2018,5,999
14,2,2019,8,1,101,1,99,9999,5,999
14,2,2019,11,1,101,5,6,9999,5,17
14,2,2019,23,1,107,4,3,2018,5,2
14,2,2019,20,1,102,1,99,9999,5,999
14,2,2019,14,8,805,1,99,9999,5,999
15,2,2019,22,1,101,1,99,9999,5,999
15,2,2019,16,1,115,1,99,9999,5,999
15,2,2019,20,1,116,1,99,9999,5,999
15,2,2019,19,1,108,3,4,2006,5,27
15,2,2019,18,1,108,1,99,9999,5,999
15,2,2019,18,21,2101,3,9,9999,5,69
15,2,2019,19,5,503,3,99,1981,5,69
15,2,2019,18,5,514,1,4,2001,5,999
15,2,2019,19,5,509,1,4,9999,5,999
15,2,2019,18,9,920,1,99,9999,5,999
15,2,2019,18,16,1603,4,1,9999,5,27
16,2,2019,10,1,101,12,99,9999,5,999
16,2,2019,8,16,1607,4,5,2018,5,67
16,2,2019,16,16,1601,9,1,9999,5,69
16,2,2019,18,7,701,4,5,9999,5,6
17,2,2019,23,1,116,1,99,9999,5,999
17,2,2019,23,1,116,1,99,9999,5,999
17,2,2019,14,20,2009,1,6,2000,5,69
17,2,2019,14,20,2001,1,99,9999,5,999
17,2,2019,20,6,613,4,99,9999,5,999
17,2,2019,18,13,1306,3,3,9999,5,69
17,2,2019,12,16,1603,4,5,2018,5,76
17,2,2019,17,16,1604,4,3,9999,5,67
17,2,2019,8,16,1607,1,99,9999,5,999
17,2,2019,19,2,201,1,99,9999,5,999
17,2,2019,16,4,414,1,4,1995,5,23
18,2,2019,5,1,115,1,99,9999,5,999
18,2,2019,11,16,1601,1,2,2006,5,27
18,2,2019,11,16,1601,1,99,9999,5,999
18,2,2019,16,19,1901,1,99,9999,5,999
18,2,2019,19,1,115,2,4,1998,5,69
18,2,2019,20,12,1219,9,6,2003,5,69
18,2,2019,20,4,412,4,3,9999,5,999
19,2,2019,2,13,1301,99,99,9999,5,999
19,2,2019,19,15,1501,4,5,9999,5,67
20,2,2019,10,1,106,12,2,1996,5,19
20,2,2019,14,12,1215,3,4,2015,5,69
20,2,2019,15,17,1709,4,1,9999,5,67
20,2,2019,8,16,1601,1,2,1992,5,56
20,2,2019,17,1,114,1,99,9999,5,999
20,2,2019,8,5,504,3,99,9999,5,999
20,2,2019,21,1,101,1,99,9999,5,999
21,2,2019,20,1,101,4,5,2015,5,999
21,2,2019,20,1,101,99,99,9999,5,999
21,2,2019,20,1,101,99,99,9999,5,999
21,2,2019,16,1,103,12,99,9999,5,999
21,2,2019,10,1,115,12,7,1993,5,30
21,2,2019,19,1,108,4,3,9999,5,6
21,2,2019,11,4,401,11,2,2003,5,52
22,2,2019,14,1,108,1,4,2003,5,48
22,2,2019,18,1,108,4,5,2015,5,6
22,2,2019,11,21,2107,4,1,2003,5,76
22,2,2019,8,20,2009,6,2,2002,5,19
22,2,2019,14,5,511,3,5,9999,5,999
22,2,2019,19,13,1301,3,5,2013,5,69
23,2,2019,18,1,107,2,3,1990,5,56
23,2,2019,18,1,101,4,1,1990,5,163
23,2,2019,19,11,1107,4,99,9999,5,999
23,2,2019,14,2,206,4,6,9999,5,27
23,2,2019,21,18,1804,99,99,9999,5,999
23,2,2019,18,3,303,4,1,9999,5,27
24,2,2019,17,1,101,1,5,9999,5,999
24,2,2019,16,1,101,1,11,1999,5,69
24,2,2019,22,1,103,1,5,9999,5,999
24,2,2019,17,1,101,4,5,9999,5,999
24,2,2019,4,1,115,4,5,9999,5,999
24,2,2019,11,1,108,12,99,9999,5,999
24,2,2019,16,6,613,4,1,9999,5,32
24,2,2019,13,12,1221,3,2,9999,5,69
24,2,2019,22,15,1501,4,1,9999,5,76
25,2,2019,23,1,115,4,1,9999,5,5
25,2,2019,15,21,2102,13,4,9999,5,999
25,2,2019,21,10,1018,4,5,9999,5,6
25,2,2019,14,11,1106,3,3,9999,5,69
25,2,2019,17,16,1616,5,3,2005,5,28
25,2,2019,17,7,713,5,2,9999,5,17
26,2,2019,15,1,101,12,2,9999,5,159
26,2,2019,13,7,701,5,2,9999,5,999
27,2,2019,22,1,101,1,99,9999,5,999
27,2,2019,17,1,101,99,99,9999,5,999
27,2,2019,13,1,101,12,1,9999,5,999
27,2,2019,8,1,112,4,1,9999,5,32
27,2,2019,20,1,108,2,3,9999,5,27
27,2,2019,19,20,2007,99,99,9999,5,999
27,2,2019,20,16,1615,11,2,9999,5,999
27,2,2019,13,17,1712,4,99,9999,5,999
27,2,2019,8,7,701,3,6,9999,5,69
28,2,2019,21,1,101,1,5,2001,5,69
28,2,2019,9,1,115,3,6,1998,5,69
28,2,2019,10,1,108,4,3,2018,5,67
28,2,2019,19,2,204,9,2,9999,5,69
28,2,2019,14,14,1401,3,8,1991,5,69
1,3,2019,1,1,101,4,5,9999,2,25
1,3,2019,9,1,101,5,3,2014,1,41
1,3,2019,11,1,102,7,99,9999,1,999
1,3,2019,5,5,513,3,4,2013,1,69
1,3,2019,9,5,501,4,1,9999,2,64
1,3,2019,20,13,1301,1,2,2002,1,52
1,3,2019,15,2,204,2,2,9999,1,28
1,3,2019,10,17,1703,3,4,2006,1,69
1,3,2019,2,1,101,1,3,9999,1,48
2,3,2019,17,1,105,1,99,9999,1,999
2,3,2019,9,1,101,1,99,9999,1,999
2,3,2019,18,1,101,1,99,9999,1,999
2,3,2019,1,1,115,1,4,9999,1,48
2,3,2019,1,1,115,4,99,9999,6,999
2,3,2019,14,1,110,3,99,9999,1,999
2,3,2019,15,22,2201,3,3,9999,2,69
2,3,2019,15,21,2104,3,4,9999,1,69
2,3,2019,22,20,2001,3,99,9999,1,999
2,3,2019,18,5,501,1,2,1996,1,999
2,3,2019,7,11,1106,3,5,2017,1,56
2,3,2019,8,9,901,2,4,2005,1,27
2,3,2019,2,9,901,4,99,9999,2,6
2,3,2019,2,9,917,5,2,9999,1,31
2,3,2019,12,17,1703,2,99,9999,1,999
3,3,2019,12,1,101,1,4,2013,1,28
3,3,2019,22,1,115,1,99,9999,1,999
3,3,2019,1,1,115,1,99,9999,1,999
3,3,2019,2,12,1201,2,4,9999,1,69
3,3,2019,0,15,1502,1,7,9999,1,52
3,3,2019,4,5,511,1,11,9999,1,69
3,3,2019,6,5,501,4,99,9999,6,999
3,3,2019,8,3,308,5,2,2017,1,41
3,3,2019,18,13,1304,2,8,9999,1,69
3,3,2019,3,1,108,4,4,2018,1,6
3,3,2019,19,1,101,4,4,2016,2,18
3,3,2019,22,6,601,2,8,2008,1,27
3,3,2019,15,1,101,12,1,1994,1,26
3,3,2019,21,1,101,11,2,9999,1,73
3,3,2019,0,1,101,1,4,2002,1,74
4,3,2019,22,1,101,1,5,1999,1,48
4,3,2019,10,1,101,4,5,2005,1,27
4,3,2019,11,1,101,4,5,2017,1,67
4,3,2019,10,1,102,1,11,9999,1,48
4,3,2019,20,1,101,2,4,2012,1,28
4,3,2019,7,1,101,4,5,2011,1,3
4,3,2019,21,1,101,2,5,2006,1,28
4,3,2019,6,1,115,2,5,9999,1,999
4,3,2019,21,1,115,3,99,9999,1,999
4,3,2019,1,22,2201,4,5,2018,1,67
4,3,2019,0,22,2201,4,5,9999,1,6
4,3,2019,17,19,1902,4,1,2016,2,67
4,3,2019,19,5,511,6,99,9999,1,999
4,3,2019,19,6,614,4,5,9999,6,32
4,3,2019,15,10,1016,4,5,9999,2,168
4,3,2019,6,18,1803,4,99,9999,6,999
4,3,2019,15,7,718,4,5,9999,6,999
4,3,2019,10,3,308,1,9,2008,1,52
5,3,2019,18,12,1220,6,2,1994,1,30
5,3,2019,14,16,1601,5,5,1986,1,50
5,3,2019,17,22,2202,4,3,9999,1,999
5,3,2019,11,3,301,3,1,1987,1,69
5,3,2019,9,5,504,6,2,1994,1,19
5,3,2019,18,1,101,4,6,9999,1,67
5,3,2019,11,1,117,5,3,2000,1,30
5,3,2019,21,20,2001,1,4,9999,1,48
6,3,2019,11,1,101,1,99,1995,1,48
6,3,2019,23,1,101,6,99,9999,1,999
6,3,2019,22,1,101,1,99,9999,1,999
6,3,2019,22,1,115,99,99,9999,1,999
6,3,2019,2,1,115,1,2,9999,2,8
6,3,2019,12,1,111,3,10,9999,3,69
6,3,2019,20,20,2009,3,5,2005,1,69
6,3,2019,1,19,1904,6,9,2009,1,30
6,3,2019,8,5,513,7,7,9999,1,999
6,3,2019,17,6,604,5,99,1992,4,17
6,3,2019,20,10,1020,3,2,9999,1,69
6,3,2019,16,12,1201,1,3,2003,1,8
6,3,2019,17,16,1617,9,4,9999,1,69
6,3,2019,20,15,1508,14,1,9999,6,999
7,3,2019,9,1,116,5,2,9999,4,999
7,3,2019,9,1,108,2,1,9999,1,10
7,3,2019,16,1,108,2,2,2009,1,48
7,3,2019,0,9,920,6,2,1995,1,19
7,3,2019,12,12,1201,4,1,9999,1,32
7,3,2019,18,16,1601,3,3,9999,4,69
8,3,2019,19,1,101,1,4,2007,1,69
8,3,2019,6,1,101,3,5,9999,2,69
8,3,2019,15,1,101,4,99,9999,1,999
8,3,2019,23,1,101,4,99,9999,1,999
8,3,2019,2,1,101,1,8,9999,1,69
8,3,2019,17,1,101,11,2,9999,1,999
8,3,2019,20,1,101,4,99,9999,6,999
8,3,2019,19,1,101,4,99,9999,1,999
8,3,2019,23,1,101,4,99,9999,6,999
8,3,2019,22,1,116,4,99,9999,1,999
8,3,2019,13,22,2201,1,9,9999,1,48
8,3,2019,10,21,2106,3,4,1996,1,56
8,3,2019,16,20,2001,3,4,9999,2,69
8,3,2019,19,19,1909,5,2,1991,4,31
8,3,2019,19,5,510,4,99,9999,1,999
8,3,2019,0,6,601,4,99,9999,2,2
8,3,2019,23,12,1202,2,99,9999,1,999
8,3,2019,13,16,1608,14,1,2017,1,2
8,3,2019,20,16,1601,4,99,9999,1,999
8,3,2019,11,15,1501,4,1,9999,2,27
8,3,2019,16,17,1710,4,99,9999,1,999
8,3,2019,14,14,1413,3,5,9999,1,999
8,3,2019,20,3,308,7,7,2003,1,19
9,3,2019,2,1,101,4,14,9999,1,64
9,3,2019,7,1,101,4,5,9999,1,64
9,3,2019,6,1,101,3,2,1992,1,69
9,3,2019,23,1,101,4,5,2018,1,67
9,3,2019,23,1,102,6,2,2012,1,30
9,3,2019,23,1,101,4,5,9999,2,999
9,3,2019,23,1,101,4,5,9999,2,32
9,3,2019,17,1,115,4,5,2016,1,6
9,3,2019,22,1,116,9,2,2012,1,69
9,3,2019,0,1,108,1,1,9999,3,69
9,3,2019,7,20,2007,1,5,9999,1,999
9,3,2019,21,20,2001,4,3,9999,1,67
9,3,2019,22,5,501,4,5,9999,1,2
9,3,2019,13,5,513,3,5,9999,2,69
9,3,2019,12,5,511,4,5,9999,2,999
9,3,2019,14,16,1614,3,2,9999,1,69
9,3,2019,0,17,1701,4,99,9999,6,999
9,3,2019,19,17,1713,7,2,9999,1,999
9,3,2019,23,17,1701,2,4,9999,1,69
9,3,2019,0,17,1707,4,5,9999,2,999
9,3,2019,20,7,715,7,6,9999,1,30
9,3,2019,6,3,307,1,1,9999,1,48
10,3,2019,4,1,101,1,4,9999,1,56
10,3,2019,0,1,107,4,5,9999,1,6
10,3,2019,4,1,101,4,5,9999,2,32
10,3,2019,6,1,101,4,5,2017,6,67
10,3,2019,15,1,101,4,99,9999,1,999
10,3,2019,0,1,115,4,5,9999,2,32
10,3,2019,14,1,101,4,1,9999,1,6
10,3,2019,23,1,101,1,8,9999,1,69
10,3,2019,2,1,108,4,5,9999,1,6
10,3,2019,4,1,110,4,1,9999,1,20
10,3,2019,20,1,108,2,6,9999,1,27
10,3,2019,19,21,2101,4,6,9999,1,64
10,3,2019,22,5,501,3,1,2007,1,75
10,3,2019,3,5,501,4,99,9999,1,21
10,3,2019,13,6,613,3,3,9999,1,69
10,3,2019,18,6,609,99,99,9999,6,999
10,3,2019,23,10,1001,3,99,9999,1,999
10,3,2019,0,13,1301,1,3,9999,2,56
10,3,2019,12,15,1507,4,5,2018,1,54
10,3,2019,22,15,1501,4,99,9999,6,67
10,3,2019,19,2,201,3,5,9999,1,69
10,3,2019,18,18,1801,1,5,2005,1,69
10,3,2019,17,17,1705,1,6,9999,1,48
10,3,2019,9,4,406,3,2,9999,1,48
11,3,2019,15,1,101,4,4,2015,1,3
11,3,2019,11,1,101,4,5,9999,1,64
11,3,2019,22,1,101,4,5,9999,2,999
11,3,2019,17,5,510,2,5,9999,1,27
11,3,2019,17,11,1106,6,99,9999,2,999
11,3,2019,2,13,1301,3,2,9999,1,999
11,3,2019,6,16,1602,4,5,9999,6,999
11,3,2019,12,16,1613,4,99,9999,6,999
11,3,2019,21,17,1706,18,5,9999,2,123
12,3,2019,20,1,101,1,10,1980,1,52
12,3,2019,7,1,101,4,99,9999,1,999
12,3,2019,16,1,115,1,5,2014,1,73
12,3,2019,18,1,115,1,99,2014,1,48
12,3,2019,22,1,115,99,5,2000,1,48
12,3,2019,7,1,110,12,3,1998,1,30
12,3,2019,10,21,2103,2,5,2000,1,52
12,3,2019,7,20,2001,4,5,9999,1,999
12,3,2019,13,19,1901,3,5,1993,1,69
12,3,2019,17,19,1903,4,99,9999,6,999
12,3,2019,8,9,901,9,99,9999,1,10
12,3,2019,20,13,1301,4,3,9999,1,999
12,3,2019,13,16,1601,9,3,2014,1,69
12,3,2019,16,16,1601,9,2,9999,1,999
12,3,2019,19,3,302,4,99,9999,2,999
12,3,2019,14,3,303,3,2,9999,3,999
12,3,2019,19,3,305,2,10,9999,1,69
13,3,2019,9,1,101,1,2,9999,1,48
13,3,2019,21,1,101,1,2,2008,1,69
13,3,2019,19,1,101,12,6,9999,1,999
13,3,2019,3,1,101,4,5,9999,2,32
13,3,2019,18,1,101,3,1,9999,1,48
13,3,2019,15,1,108,4,5,9999,1,6
13,3,2019,10,6,602,3,5,9999,1,69
13,3,2019,7,10,1018,1,3,9999,2,21
13,3,2019,16,11,1103,4,1,2011,2,6
13,3,2019,5,3,301,2,5,9999,1,48
14,3,2019,12,1,101,1,5,9999,1,48
14,3,2019,9,2,201,4,2,2007,1,27
14,3,2019,15,4,416,1,4,2004,1,16
14,3,2019,7,21,2102,4,2,9999,1,35
14,3,2019,21,3,316,2,11,9999,2,69
14,3,2019,18,3,303,4,7,2018,6,32
