dia_ocu,mes_ocu,año_ocu,hora_ocu,depto_ocu,mupio_ocu,tipo_veh,color_veh,modelo_veh,tipo_accidente,marca_veh
16.0,6.0,2014,20.0,13.0,1301.0,4.0,99.0,9999.0,5.0,99.0
17.0,6.0,2014,22.0,1.0,101.0,1.0,99.0,9999.0,5.0,99.0
17.0,6.0,2014,21.0,1.0,108.0,12.0,99.0,9999.0,5.0,99.0
17.0,6.0,2014,0.0,19.0,1904.0,99.0,99.0,9999.0,5.0,99.0
17.0,6.0,2014,13.0,5.0,501.0,5.0,99.0,9999.0,5.0,22.0
17.0,6.0,2014,5.0,10.0,1002.0,4.0,99.0,9999.0,5.0,2.0
17.0,6.0,2014,7.0,16.0,1601.0,5.0,99.0,9999.0,5.0,19.0
18.0,6.0,2014,1.0,16.0,1609.0,5.0,99.0,9999.0,5.0,33.0
18.0,6.0,2014,1.0,1.0,101.0,4.0,99.0,9999.0,5.0,40.0
18.0,6.0,2014,2.0,1.0,101.0,4.0,99.0,9999.0,5.0,99.0
18.0,6.0,2014,3.0,1.0,113.0,5.0,99.0,9999.0,5.0,19.0
18.0,6.0,2014,4.0,1.0,115.0,1.0,99.0,9999.0,5.0,21.0
19.0,6.0,2014,18.0,1.0,101.0,4.0,99.0,9999.0,5.0,21.0
19.0,6.0,2014,16.0,1.0,101.0,6.0,99.0,9999.0,5.0,99.0
19.0,6.0,2014,20.0,1.0,115.0,1.0,99.0,9999.0,5.0,20.0
19.0,6.0,2014,14.0,14.0,1405.0,2.0,99.0,9999.0,5.0,99.0
19.0,6.0,2014,1.0,1.0,101.0,12.0,99.0,9999.0,5.0,99.0
20.0,6.0,2014,18.0,1.0,101.0,1.0,99.0,9999.0,5.0,20.0
20.0,6.0,2014,8.0,1.0,115.0,11.0,99.0,9999.0,5.0,37.0
20.0,6.0,2014,15.0,1.0,115.0,4.0,99.0,9999.0,5.0,24.0
20.0,6.0,2014,11.0,1.0,101.0,1.0,99.0,9999.0,5.0,21.0
20.0,6.0,2014,20.0,6.0,601.0,7.0,99.0,9999.0,5.0,22.0
20.0,6.0,2014,15.0,11.0,1101.0,4.0,99.0,9999.0,5.0,20.0
21.0,6.0,2014,19.0,1.0,108.0,4.0,99.0,9999.0,5.0,42.0
21.0,6.0,2014,16.0,1.0,108.0,99.0,99.0,9999.0,5.0,99.0
21.0,6.0,2014,12.0,19.0,1901.0,99.0,99.0,9999.0,5.0,99.0
21.0,6.0,2014,10.0,11.0,1101.0,4.0,99.0,9999.0,5.0,42.0
21.0,6.0,2014,4.0,17.0,1701.0,99.0,99.0,9999.0,5.0,99.0
22.0,6.0,2014,23.0,1.0,105.0,99.0,99.0,9999.0,5.0,99.0
22.0,6.0,2014,17.0,1.0,101.0,4.0,99.0,9999.0,5.0,24.0
22.0,6.0,2014,11.0,20.0,2001.0,4.0,99.0,9999.0,5.0,24.0
22.0,6.0,2014,2.0,19.0,1901.0,99.0,99.0,9999.0,5.0,99.0
22.0,6.0,2014,20.0,11.0,1101.0,1.0,99.0,9999.0,5.0,44.0
22.0,6.0,2014,20.0,9.0,901.0,4.0,99.0,9999.0,5.0,2.0
22.0,6.0,2014,6.0,4.0,401.0,4.0,99.0,9999.0,5.0,45.0
23.0,6.0,2014,18.0,1.0,115.0,1.0,99.0,9999.0,5.0,30.0
23.0,6.0,2014,21.0,1.0,114.0,99.0,99.0,9999.0,5.0,99.0
23.0,6.0,2014,10.0,9.0,901.0,9.0,99.0,9999.0,5.0,44.0
23.0,6.0,2014,8.0,12.0,1201.0,3.0,99.0,9999.0,5.0,44.0
23.0,6.0,2014,22.0,16.0,1601.0,99.0,99.0,9999.0,5.0,99.0
23.0,6.0,2014,23.0,16.0,1601.0,99.0,99.0,9999.0,5.0,99.0
23.0,6.0,2014,8.0,4.0,401.0,99.0,99.0,9999.0,5.0,99.0
24.0,6.0,2014,10.0,1.0,101.0,14.0,99.0,9999.0,5.0,2.0
24.0,6.0,2014,20.0,5.0,501.0,99.0,99.0,9999.0,5.0,99.0
24.0,6.0,2014,15.0,5.0,501.0,11.0,99.0,9999.0,5.0,99.0
25.0,6.0,2014,23.0,5.0,506.0,99.0,99.0,9999.0,5.0,99.0
25.0,6.0,2014,19.0,5.0,501.0,99.0,99.0,9999.0,5.0,99.0
25.0,6.0,2014,1.0,9.0,909.0,99.0,99.0,9999.0,5.0,99.0
25.0,6.0,2014,15.0,16.0,1601.0,3.0,99.0,9999.0,5.0,99.0
26.0,6.0,2014,15.0,1.0,101.0,1.0,99.0,9999.0,5.0,99.0
26.0,6.0,2014,21.0,5.0,509.0,99.0,99.0,9999.0,5.0,99.0
26.0,6.0,2014,17.0,18.0,1804.0,5.0,99.0,9999.0,5.0,19.0
27.0,6.0,2014,22.0,1.0,101.0,1.0,99.0,9999.0,5.0,32.0
27.0,6.0,2014,23.0,1.0,101.0,99.0,99.0,9999.0,5.0,99.0
27.0,6.0,2014,15.0,5.0,509.0,6.0,99.0,9999.0,5.0,15.0
27.0,6.0,2014,15.0,10.0,1001.0,6.0,99.0,9999.0,5.0,99.0
28.0,6.0,2014,14.0,1.0,101.0,11.0,99.0,9999.0,5.0,99.0
28.0,6.0,2014,19.0,1.0,101.0,1.0,99.0,9999.0,5.0,46.0
28.0,6.0,2014,6.0,1.0,115.0,1.0,99.0,9999.0,5.0,44.0
28.0,6.0,2014,19.0,20.0,2007.0,12.0,99.0,9999.0,5.0,99.0
28.0,6.0,2014,23.0,19.0,1904.0,5.0,99.0,9999.0,5.0,99.0
28.0,6.0,2014,6.0,5.0,511.0,99.0,99.0,9999.0,5.0,99.0
28.0,6.0,2014,22.0,6.0,602.0,6.0,99.0,9999.0,5.0,99.0
28.0,6.0,2014,22.0,10.0,1017.0,4.0,99.0,9999.0,5.0,21.0
28.0,6.0,2014,22.0,1.0,116.0,4.0,99.0,9999.0,5.0,99.0
28.0,6.0,2014,16.0,17.0,1706.0,99.0,99.0,9999.0,5.0,99.0
28.0,6.0,2014,23.0,1.0,101.0,99.0,99.0,9999.0,5.0,99.0
28.0,6.0,2014,19.0,16.0,1601.0,99.0,99.0,9999.0,5.0,99.0
29.0,6.0,2014,13.0,1.0,101.0,4.0,99.0,9999.0,5.0,2.0
29.0,6.0,2014,5.0,1.0,101.0,99.0,99.0,9999.0,5.0,99.0
29.0,6.0,2014,16.0,5.0,501.0,4.0,99.0,9999.0,5.0,99.0
29.0,6.0,2014,15.0,16.0,1604.0,3.0,99.0,9999.0,5.0,44.0
30.0,6.0,2014,17.0,1.0,110.0,1.0,99.0,9999.0,5.0,44.0
30.0,6.0,2014,22.0,1.0,110.0,5.0,99.0,9999.0,5.0,33.0
30.0,6.0,2014,14.0,12.0,1201.0,1.0,99.0,9999.0,5.0,44.0
30.0,6.0,2014,2.0,12.0,1201.0,99.0,99.0,9999.0,5.0,99.0
30.0,6.0,2014,10.0,15.0,1501.0,99.0,99.0,9999.0,5.0,99.0
1.0,7.0,2014,12.0,1.0,101.0,4.0,99.0,9999.0,5.0,42.0
1.0,7.0,2014,13.0,1.0,101.0,1.0,99.0,9999.0,5.0,99.0
1.0,7.0,2014,8.0,1.0,114.0,4.0,99.0,9999.0,5.0,99.0
1.0,7.0,2014,13.0,19.0,1901.0,4.0,99.0,9999.0,5.0,24.0
1.0,7.0,2014,20.0,5.0,501.0,1.0,99.0,9999.0,5.0,99.0
2.0,7.0,2014,20.0,1.0,115.0,1.0,99.0,9999.0,5.0,99.0
2.0,7.0,2014,7.0,1.0,116.0,7.0,99.0,9999.0,5.0,13.0
2.0,7.0,2014,20.0,1.0,110.0,1.0,99.0,9999.0,5.0,37.0
2.0,7.0,2014,10.0,22.0,2201.0,4.0,99.0,9999.0,5.0,21.0
2.0,7.0,2014,11.0,11.0,1101.0,1.0,99.0,9999.0,5.0,32.0
2.0,7.0,2014,20.0,9.0,901.0,4.0,99.0,9999.0,5.0,21.0
2.0,7.0,2014,10.0,9.0,901.0,5.0,99.0,9999.0,5.0,19.0
2.0,7.0,2014,13.0,9.0,901.0,1.0,99.0,9999.0,5.0,20.0
2.0,7.0,2014,21.0,15.0,1501.0,99.0,99.0,9999.0,5.0,99.0
2.0,7.0,2014,18.0,2.0,201.0,99.0,99.0,9999.0,5.0,99.0
3.0,7.0,2014,17.0,1.0,101.0,2.0,99.0,9999.0,5.0,99.0
3.0,7.0,2014,14.0,1.0,114.0,1.0,99.0,9999.0,5.0,99.0
3.0,7.0,2014,3.0,1.0,108.0,1.0,99.0,9999.0,5.0,99.0
3.0,7.0,2014,3.0,19.0,1901.0,1.0,99.0,9999.0,5.0,99.0
3.0,7.0,2014,17.0,15.0,1501.0,1.0,99.0,9999.0,5.0,44.0
3.0,7.0,2014,0.0,2.0,201.0,6.0,99.0,9999.0,5.0,99.0
4.0,7.0,2014,1.0,1.0,101.0,1.0,99.0,9999.0,5.0,99.0
4.0,7.0,2014,7.0,5.0,505.0,99.0,99.0,9999.0,5.0,99.0
4.0,7.0,2014,15.0,10.0,1014.0,1.0,99.0,9999.0,5.0,5.0
5.0,7.0,2014,13.0,6.0,602.0,2.0,99.0,9999.0,5.0,13.0
5.0,7.0,2014,20.0,1.0,117.0,99.0,99.0,9999.0,5.0,99.0
5.0,7.0,2014,23.0,1.0,114.0,99.0,99.0,9999.0,5.0,99.0
5.0,7.0,2014,20.0,10.0,1001.0,99.0,99.0,9999.0,5.0,99.0
5.0,7.0,2014,23.0,3.0,308.0,99.0,99.0,9999.0,5.0,99.0
6.0,7.0,2014,17.0,19.0,1902.0,4.0,99.0,9999.0,5.0,99.0
6.0,7.0,2014,13.0,6.0,601.0,2.0,99.0,9999.0,5.0,30.0
6.0,7.0,2014,22.0,10.0,1001.0,3.0,99.0,9999.0,5.0,44.0
6.0,7.0,2014,12.0,11.0,1102.0,4.0,99.0,9999.0,5.0,2.0
6.0,7.0,2014,0.0,8.0,801.0,99.0,99.0,9999.0,5.0,99.0
6.0,7.0,2014,20.0,14.0,1401.0,6.0,99.0,9999.0,5.0,15.0
6.0,7.0,2014,23.0,4.0,401.0,99.0,99.0,9999.0,5.0,99.0
7.0,7.0,2014,17.0,1.0,101.0,99.0,99.0,9999.0,5.0,99.0
7.0,7.0,2014,16.0,1.0,101.0,4.0,99.0,9999.0,5.0,14.0
7.0,7.0,2014,10.0,1.0,101.0,14.0,99.0,9999.0,5.0,99.0
7.0,7.0,2014,14.0,1.0,101.0,4.0,99.0,9999.0,5.0,2.0
7.0,7.0,2014,21.0,5.0,511.0,2.0,99.0,9999.0,5.0,13.0
7.0,7.0,2014,19.0,10.0,1010.0,4.0,99.0,9999.0,5.0,21.0
7.0,7.0,2014,13.0,10.0,1006.0,3.0,99.0,9999.0,5.0,44.0
7.0,7.0,2014,9.0,18.0,1804.0,14.0,99.0,9999.0,5.0,99.0
8.0,7.0,2014,12.0,1.0,101.0,1.0,99.0,9999.0,5.0,99.0
9.0,7.0,2014,13.0,1.0,103.0,5.0,99.0,9999.0,5.0,22.0
9.0,7.0,2014,23.0,1.0,101.0,99.0,99.0,9999.0,5.0,99.0
9.0,7.0,2014,7.0,1.0,117.0,1.0,99.0,9999.0,5.0,34.0
9.0,7.0,2014,13.0,1.0,108.0,99.0,99.0,9999.0,5.0,99.0
9.0,7.0,2014,22.0,22.0,2201.0,4.0,99.0,9999.0,5.0,24.0
9.0,7.0,2014,23.0,10.0,1001.0,99.0,99.0,9999.0,5.0,99.0
9.0,7.0,2014,12.0,11.0,1101.0,3.0,99.0,9999.0,5.0,44.0
9.0,7.0,2014,19.0,2.0,201.0,2.0,99.0,9999.0,5.0,30.0
10.0,7.0,2014,18.0,1.0,101.0,12.0,99.0,9999.0,5.0,99.0
10.0,7.0,2014,6.0,1.0,114.0,4.0,99.0,9999.0,5.0,24.0
10.0,7.0,2014,21.0,1.0,108.0,1.0,99.0,9999.0,5.0,34.0
10.0,7.0,2014,14.0,6.0,602.0,4.0,99.0,9999.0,5.0,21.0
10.0,7.0,2014,13.0,10.0,1010.0,3.0,99.0,9999.0,5.0,44.0
10.0,7.0,2014,12.0,9.0,901.0,3.0,99.0,9999.0,5.0,99.0
10.0,7.0,2014,17.0,16.0,1601.0,4.0,99.0,9999.0,5.0,99.0
11.0,7.0,2014,18.0,1.0,101.0,1.0,99.0,9999.0,5.0,99.0
11.0,7.0,2014,5.0,20.0,2001.0,4.0,99.0,9999.0,5.0,99.0
11.0,7.0,2014,14.0,5.0,501.0,1.0,99.0,9999.0,5.0,99.0
11.0,7.0,2014,17.0,11.0,1101.0,4.0,99.0,9999.0,5.0,24.0
11.0,7.0,2014,3.0,18.0,1801.0,99.0,99.0,9999.0,5.0,99.0
11.0,7.0,2014,21.0,7.0,701.0,1.0,99.0,9999.0,5.0,99.0
12.0,7.0,2014,16.0,1.0,101.0,5.0,99.0,9999.0,5.0,13.0
12.0,7.0,2014,22.0,1.0,101.0,6.0,99.0,9999.0,5.0,15.0
12.0,7.0,2014,19.0,1.0,115.0,99.0,99.0,9999.0,5.0,99.0
12.0,7.0,2014,18.0,5.0,501.0,4.0,99.0,9999.0,5.0,99.0
12.0,7.0,2014,1.0,9.0,901.0,2.0,99.0,9999.0,5.0,44.0
12.0,7.0,2014,21.0,8.0,801.0,99.0,99.0,9999.0,5.0,99.0
12.0,7.0,2014,21.0,4.0,406.0,99.0,99.0,9999.0,5.0,99.0
13.0,7.0,2014,22.0,1.0,101.0,1.0,99.0,9999.0,5.0,30.0
13.0,7.0,2014,1.0,1.0,101.0,1.0,99.0,9999.0,5.0,99.0
13.0,7.0,2014,20.0,10.0,1010.0,1.0,99.0,9999.0,5.0,99.0
13.0,7.0,2014,18.0,12.0,1201.0,1.0,99.0,9999.0,5.0,99.0
13.0,7.0,2014,1.0,18.0,1801.0,99.0,99.0,9999.0,5.0,99.0
14.0,7.0,2014,19.0,1.0,101.0,4.0,99.0,9999.0,5.0,42.0
14.0,7.0,2014,19.0,1.0,101.0,11.0,99.0,9999.0,5.0,33.0
14.0,7.0,2014,12.0,19.0,1907.0,4.0,99.0,9999.0,5.0,42.0
14.0,7.0,2014,10.0,5.0,508.0,3.0,99.0,9999.0,5.0,21.0
15.0,7.0,2014,12.0,1.0,101.0,5.0,99.0,9999.0,5.0,33.0
15.0,7.0,2014,9.0,1.0,101.0,99.0,99.0,9999.0,5.0,99.0
15.0,7.0,2014,19.0,1.0,101.0,2.0,99.0,9999.0,5.0,20.0
15.0,7.0,2014,8.0,19.0,1901.0,4.0,99.0,9999.0,5.0,99.0
15.0,7.0,2014,21.0,12.0,1202.0,99.0,99.0,9999.0,5.0,99.0
15.0,7.0,2014,23.0,16.0,1617.0,4.0,99.0,9999.0,5.0,20.0
15.0,7.0,2014,11.0,17.0,1703.0,99.0,99.0,9999.0,5.0,99.0
15.0,7.0,2014,21.0,4.0,401.0,99.0,99.0,9999.0,5.0,99.0
16.0,7.0,2014,8.0,1.0,114.0,4.0,99.0,9999.0,5.0,99.0
16.0,7.0,2014,5.0,5.0,502.0,4.0,99.0,9999.0,5.0,99.0
16.0,7.0,2014,19.0,9.0,920.0,4.0,99.0,9999.0,5.0,99.0
16.0,7.0,2014,11.0,8.0,803.0,7.0,99.0,9999.0,5.0,22.0
16.0,7.0,2014,8.0,18.0,1804.0,4.0,99.0,9999.0,5.0,21.0
17.0,7.0,2014,19.0,1.0,101.0,3.0,99.0,9999.0,5.0,23.0
17.0,7.0,2014,19.0,1.0,115.0,3.0,99.0,9999.0,5.0,37.0
17.0,7.0,2014,11.0,1.0,115.0,4.0,99.0,9999.0,5.0,99.0
17.0,7.0,2014,2.0,19.0,1904.0,99.0,99.0,9999.0,5.0,99.0
17.0,7.0,2014,16.0,16.0,1617.0,5.0,99.0,9999.0,5.0,15.0
17.0,7.0,2014,5.0,18.0,1801.0,99.0,99.0,9999.0,5.0,99.0
17.0,7.0,2014,9.0,14.0,1409.0,9.0,99.0,9999.0,5.0,44.0
18.0,7.0,2014,12.0,1.0,101.0,99.0,99.0,9999.0,5.0,99.0
18.0,7.0,2014,18.0,1.0,115.0,1.0,99.0,9999.0,5.0,44.0
18.0,7.0,2014,12.0,5.0,502.0,4.0,99.0,9999.0,5.0,42.0
18.0,7.0,2014,11.0,10.0,1001.0,9.0,99.0,9999.0,5.0,44.0
18.0,7.0,2014,19.0,16.0,1601.0,99.0,99.0,9999.0,5.0,99.0
19.0,7.0,2014,10.0,21.0,2101.0,7.0,99.0,9999.0,5.0,99.0
19.0,7.0,2014,13.0,19.0,1906.0,4.0,99.0,9999.0,5.0,42.0
19.0,7.0,2014,20.0,5.0,501.0,4.0,99.0,9999.0,5.0,2.0
19.0,7.0,2014,1.0,5.0,501.0,99.0,99.0,9999.0,5.0,99.0
19.0,7.0,2014,20.0,6.0,602.0,4.0,99.0,9999.0,5.0,2.0
20.0,7.0,2014,19.0,1.0,107.0,99.0,99.0,9999.0,5.0,99.0
20.0,7.0,2014,2.0,19.0,1901.0,4.0,99.0,9999.0,5.0,99.0
20.0,7.0,2014,18.0,5.0,501.0,9.0,99.0,9999.0,5.0,44.0
20.0,7.0,2014,11.0,10.0,1010.0,6.0,99.0,9999.0,5.0,15.0
20.0,7.0,2014,11.0,10.0,1001.0,5.0,99.0,9999.0,5.0,30.0
20.0,7.0,2014,18.0,15.0,1501.0,99.0,99.0,9999.0,5.0,99.0
20.0,7.0,2014,19.0,18.0,1801.0,99.0,99.0,9999.0,5.0,99.0
20.0,7.0,2014,21.0,7.0,701.0,99.0,99.0,9999.0,5.0,99.0
20.0,7.0,2014,23.0,4.0,401.0,4.0,99.0,9999.0,5.0,14.0
21.0,7.0,2014,17.0,1.0,105.0,4.0,99.0,9999.0,5.0,99.0
21.0,7.0,2014,20.0,1.0,108.0,99.0,99.0,9999.0,5.0,99.0
21.0,7.0,2014,22.0,22.0,2201.0,4.0,99.0,9999.0,5.0,24.0
21.0,7.0,2014,9.0,5.0,501.0,2.0,99.0,9999.0,5.0,47.0
22.0,7.0,2014,7.0,1.0,113.0,1.0,99.0,9999.0,5.0,32.0
22.0,7.0,2014,18.0,1.0,110.0,99.0,99.0,9999.0,5.0,99.0
22.0,7.0,2014,6.0,20.0,2001.0,99.0,99.0,9999.0,5.0,99.0
22.0,7.0,2014,15.0,16.0,1601.0,5.0,99.0,9999.0,5.0,19.0
22.0,7.0,2014,14.0,17.0,1701.0,99.0,99.0,9999.0,5.0,99.0
22.0,7.0,2014,10.0,7.0,701.0,99.0,99.0,9999.0,5.0,99.0
23.0,7.0,2014,6.0,1.0,115.0,1.0,99.0,9999.0,5.0,99.0
23.0,7.0,2014,20.0,22.0,2201.0,99.0,99.0,9999.0,5.0,99.0
23.0,7.0,2014,15.0,6.0,603.0,3.0,99.0,9999.0,5.0,99.0
23.0,7.0,2014,12.0,10.0,1001.0,7.0,99.0,9999.0,5.0,22.0
23.0,7.0,2014,6.0,9.0,917.0,5.0,99.0,9999.0,5.0,99.0
23.0,7.0,2014,20.0,7.0,701.0,4.0,99.0,9999.0,5.0,99.0
23.0,7.0,2014,18.0,3.0,304.0,99.0,99.0,9999.0,5.0,99.0
24.0,7.0,2014,13.0,1.0,101.0,2.0,99.0,9999.0,5.0,5.0
24.0,7.0,2014,15.0,1.0,101.0,1.0,99.0,9999.0,5.0,32.0
24.0,7.0,2014,19.0,10.0,1001.0,4.0,99.0,9999.0,5.0,14.0
24.0,7.0,2014,5.0,9.0,901.0,99.0,99.0,9999.0,5.0,99.0
24.0,7.0,2014,20.0,3.0,301.0,99.0,99.0,9999.0,5.0,99.0
25.0,7.0,2014,23.0,1.0,101.0,2.0,99.0,9999.0,5.0,44.0
25.0,7.0,2014,22.0,1.0,101.0,1.0,99.0,9999.0,5.0,32.0
25.0,7.0,2014,18.0,1.0,101.0,1.0,99.0,9999.0,5.0,46.0
25.0,7.0,2014,20.0,1.0,117.0,99.0,99.0,9999.0,5.0,99.0
25.0,7.0,2014,15.0,6.0,611.0,4.0,99.0,9999.0,5.0,2.0
25.0,7.0,2014,12.0,10.0,1001.0,1.0,99.0,9999.0,5.0,32.0
25.0,7.0,2014,13.0,15.0,1504.0,4.0,99.0,9999.0,5.0,42.0
25.0,7.0,2014,20.0,7.0,701.0,99.0,99.0,9999.0,5.0,99.0
25.0,7.0,2014,23.0,4.0,415.0,3.0,99.0,9999.0,5.0,44.0
26.0,7.0,2014,20.0,1.0,101.0,99.0,99.0,9999.0,5.0,99.0
26.0,7.0,2014,17.0,1.0,101.0,4.0,99.0,9999.0,5.0,14.0
26.0,7.0,2014,0.0,1.0,101.0,4.0,99.0,9999.0,5.0,42.0
26.0,7.0,2014,2.0,1.0,115.0,6.0,99.0,9999.0,5.0,15.0
26.0,7.0,2014,13.0,1.0,108.0,1.0,99.0,9999.0,5.0,5.0
26.0,7.0,2014,16.0,1.0,101.0,4.0,99.0,9999.0,5.0,24.0
26.0,7.0,2014,0.0,22.0,2201.0,99.0,99.0,9999.0,5.0,99.0
26.0,7.0,2014,19.0,10.0,1020.0,4.0,99.0,9999.0,5.0,42.0
26.0,7.0,2014,5.0,10.0,1002.0,99.0,99.0,9999.0,5.0,99.0
26.0,7.0,2014,19.0,18.0,1801.0,4.0,99.0,9999.0,5.0,99.0
26.0,7.0,2014,21.0,14.0,1416.0,5.0,99.0,9999.0,5.0,99.0
26.0,7.0,2014,19.0,4.0,401.0,5.0,99.0,9999.0,5.0,99.0
26.0,7.0,2014,20.0,4.0,410.0,5.0,99.0,9999.0,5.0,99.0
26.0,7.0,2014,21.0,13.0,1301.0,99.0,99.0,9999.0,5.0,99.0
27.0,7.0,2014,15.0,1.0,107.0,4.0,99.0,9999.0,5.0,24.0
27.0,7.0,2014,13.0,1.0,101.0,1.0,99.0,9999.0,5.0,37.0
27.0,7.0,2014,23.0,1.0,101.0,3.0,99.0,9999.0,5.0,44.0
27.0,7.0,2014,16.0,1.0,115.0,1.0,99.0,9999.0,5.0,37.0
27.0,7.0,2014,18.0,1.0,116.0,5.0,99.0,9999.0,5.0,33.0
27.0,7.0,2014,5.0,1.0,114.0,99.0,99.0,9999.0,5.0,99.0
27.0,7.0,2014,18.0,22.0,2205.0,99.0,99.0,9999.0,5.0,99.0
27.0,7.0,2014,18.0,6.0,602.0,2.0,99.0,9999.0,5.0,21.0
27.0,7.0,2014,20.0,6.0,601.0,1.0,99.0,9999.0,5.0,99.0
27.0,7.0,2014,13.0,9.0,920.0,99.0,99.0,9999.0,5.0,99.0
27.0,7.0,2014,13.0,9.0,909.0,1.0,99.0,9999.0,5.0,13.0
27.0,7.0,2014,14.0,14.0,1420.0,4.0,99.0,9999.0,5.0,2.0
27.0,7.0,2014,23.0,4.0,401.0,4.0,99.0,9999.0,5.0,99.0
27.0,7.0,2014,21.0,3.0,302.0,1.0,99.0,9999.0,5.0,37.0
28.0,7.0,2014,20.0,1.0,101.0,3.0,99.0,9999.0,5.0,44.0
28.0,7.0,2014,21.0,16.0,1601.0,8.0,99.0,9999.0,5.0,42.0
28.0,7.0,2014,11.0,17.0,1710.0,1.0,99.0,9999.0,5.0,99.0
28.0,7.0,2014,21.0,7.0,701.0,4.0,99.0,9999.0,5.0,99.0
28.0,7.0,2014,10.0,4.0,401.0,4.0,99.0,9999.0,5.0,99.0
28.0,7.0,2014,16.0,3.0,301.0,1.0,99.0,9999.0,5.0,99.0
29.0,7.0,2014,19.0,8.0,801.0,1.0,99.0,9999.0,5.0,99.0
29.0,7.0,2014,18.0,3.0,301.0,1.0,99.0,9999.0,5.0,99.0
29.0,7.0,2014,23.0,3.0,301.0,3.0,99.0,9999.0,5.0,99.0
30.0,7.0,2014,11.0,1.0,101.0,1.0,99.0,9999.0,5.0,37.0
30.0,7.0,2014,18.0,1.0,101.0,4.0,99.0,9999.0,5.0,2.0
30.0,7.0,2014,18.0,1.0,101.0,4.0,99.0,9999.0,5.0,42.0
30.0,7.0,2014,15.0,22.0,2207.0,2.0,99.0,9999.0,5.0,34.0
30.0,7.0,2014,12.0,5.0,501.0,9.0,99.0,9999.0,5.0,99.0
30.0,7.0,2014,19.0,5.0,501.0,1.0,99.0,9999.0,5.0,44.0
30.0,7.0,2014,0.0,10.0,1001.0,99.0,99.0,9999.0,5.0,99.0
30.0,7.0,2014,19.0,10.0,1010.0,99.0,99.0,9999.0,5.0,99.0
31.0,7.0,2014,18.0,1.0,101.0,3.0,99.0,9999.0,5.0,23.0
31.0,7.0,2014,4.0,22.0,2201.0,1.0,99.0,9999.0,5.0,99.0
31.0,7.0,2014,13.0,6.0,602.0,5.0,99.0,9999.0,5.0,99.0
31.0,7.0,2014,15.0,14.0,1401.0,9.0,99.0,9999.0,5.0,99.0
1.0,8.0,2014,19.0,1.0,101.0,1.0,99.0,9999.0,5.0,30.0
1.0,8.0,2014,23.0,1.0,110.0,14.0,99.0,9999.0,5.0,2.0
1.0,8.0,2014,17.0,15.0,1505.0,2.0,99.0,9999.0,5.0,37.0
1.0,8.0,2014,16.0,2.0,201.0,14.0,99.0,9999.0,5.0,2.0
1.0,8.0,2014,10.0,18.0,1803.0,9.0,99.0,9999.0,5.0,44.0
2.0,8.0,2014,20.0,1.0,101.0,1.0,99.0,9999.0,5.0,44.0
2.0,8.0,2014,12.0,1.0,101.0,4.0,99.0,9999.0,5.0,42.0
2.0,8.0,2014,0.0,1.0,108.0,2.0,99.0,9999.0,5.0,34.0
2.0,8.0,2014,23.0,4.0,401.0,3.0,99.0,9999.0,5.0,99.0
2.0,8.0,2014,12.0,4.0,401.0,99.0,99.0,9999.0,5.0,99.0
3.0,8.0,2014,15.0,1.0,101.0,4.0,99.0,9999.0,5.0,40.0
3.0,8.0,2014,16.0,1.0,101.0,99.0,99.0,9999.0,5.0,99.0
3.0,8.0,2014,15.0,5.0,511.0,1.0,99.0,9999.0,5.0,44.0
3.0,8.0,2014,13.0,5.0,504.0,1.0,99.0,9999.0,5.0,44.0
3.0,8.0,2014,17.0,9.0,901.0,1.0,99.0,9999.0,5.0,13.0
3.0,8.0,2014,6.0,12.0,1201.0,1.0,99.0,9999.0,5.0,17.0
3.0,8.0,2014,16.0,13.0,1301.0,99.0,99.0,9999.0,5.0,99.0
3.0,8.0,2014,8.0,4.0,403.0,12.0,99.0,9999.0,5.0,13.0
4.0,8.0,2014,22.0,1.0,110.0,99.0,99.0,9999.0,5.0,99.0
4.0,8.0,2014,19.0,6.0,601.0,4.0,99.0,9999.0,5.0,21.0
4.0,8.0,2014,4.0,6.0,602.0,99.0,99.0,9999.0,5.0,99.0
4.0,8.0,2014,0.0,11.0,1102.0,1.0,99.0,9999.0,5.0,44.0
4.0,8.0,2014,11.0,16.0,1601.0,1.0,99.0,9999.0,5.0,99.0
4.0,8.0,2014,15.0,18.0,1803.0,4.0,99.0,9999.0,5.0,2.0
4.0,8.0,2014,10.0,4.0,406.0,9.0,99.0,9999.0,5.0,99.0
5.0,8.0,2014,19.0,1.0,101.0,1.0,99.0,9999.0,5.0,46.0
5.0,8.0,2014,18.0,1.0,105.0,1.0,99.0,9999.0,5.0,99.0
5.0,8.0,2014,10.0,1.0,108.0,1.0,99.0,9999.0,5.0,41.0
5.0,8.0,2014,13.0,6.0,601.0,1.0,99.0,9999.0,5.0,99.0
5.0,8.0,2014,11.0,6.0,602.0,2.0,99.0,9999.0,5.0,44.0
5.0,8.0,2014,11.0,16.0,1601.0,99.0,99.0,9999.0,5.0,99.0
6.0,8.0,2014,23.0,1.0,101.0,2.0,99.0,9999.0,5.0,5.0
6.0,8.0,2014,11.0,13.0,1301.0,5.0,99.0,9999.0,5.0,99.0
7.0,8.0,2014,18.0,1.0,101.0,1.0,99.0,9999.0,5.0,34.0
7.0,8.0,2014,9.0,20.0,2001.0,1.0,99.0,9999.0,5.0,99.0
7.0,8.0,2014,11.0,16.0,1601.0,3.0,99.0,9999.0,5.0,44.0
