dia_ocu,mes_ocu,hora_ocu,depto_ocu,mupio_ocu,año_ocu,numero_vehiculos_involucrados,fallecidos_lesionados
23,12,13,5,501,2018,1,0
23,12,14,1,101,2018,1,1
23,12,15,1,116,2018,2,1
23,12,16,1,101,2018,1,2
23,12,17,5,509,2018,1,1
23,12,18,17,1710,2018,1,3
23,12,18,18,1801,2018,1,1
23,12,19,11,1107,2018,1,1
23,12,19,12,1204,2018,1,16
23,12,2,1,117,2018,1,1
23,12,20,1,101,2018,1,1
23,12,20,1,115,2018,1,0
23,12,20,7,704,2018,1,2
23,12,22,1,101,2018,2,2
23,12,22,1,108,2018,1,1
23,12,23,1,101,2018,1,1
23,12,23,1,107,2018,1,3
23,12,23,1,117,2018,1,1
23,12,23,6,608,2018,1,0
23,12,6,1,101,2018,1,1
23,12,6,1,115,2018,1,1
23,12,7,11,1102,2018,1,2
23,12,7,17,1713,2018,1,0
23,12,7,6,602,2018,1,0
23,12,9,1,114,2018,1,1
24,12,10,14,1413,2018,1,1
24,12,11,10,1016,2018,1,1
24,12,12,18,1805,2018,1,1
24,12,12,4,401,2018,1,1
24,12,18,14,1411,2018,1,1
24,12,18,16,1609,2018,1,1
24,12,18,21,2102,2018,1,1
24,12,19,10,1020,2018,1,1
24,12,2,16,1609,2018,1,1
24,12,2,18,1804,2018,1,1
24,12,2,3,304,2018,1,1
24,12,20,10,1016,2018,1,1
24,12,20,15,1507,2018,1,1
24,12,21,1,104,2018,1,1
24,12,21,7,710,2018,1,1
24,12,22,3,309,2018,1,1
24,12,5,1,115,2018,1,1
24,12,7,18,1805,2018,1,1
25,12,11,8,801,2018,1,1
25,12,13,17,1701,2018,1,1
25,12,14,1,110,2018,1,1
25,12,16,17,1705,2018,1,1
25,12,18,1,108,2018,1,2
25,12,19,16,1613,2018,1,1
25,12,20,1,105,2018,1,1
25,12,20,1,115,2018,1,2
25,12,20,9,920,2018,1,1
25,12,21,20,2001,2018,1,2
25,12,21,21,2101,2018,1,1
25,12,21,9,901,2018,1,1
25,12,22,10,1010,2018,1,1
25,12,23,10,1001,2018,1,3
25,12,3,18,1801,2018,1,2
25,12,3,5,501,2018,1,2
25,12,5,1,101,2018,2,2
25,12,6,16,1601,2018,1,1
25,12,8,19,1901,2018,1,1
25,12,9,2,203,2018,1,1
26,12,0,16,1603,2018,1,1
26,12,0,3,304,2018,1,2
26,12,10,1,101,2018,1,1
26,12,11,8,801,2018,1,0
26,12,13,1,101,2018,2,3
26,12,17,19,1901,2018,1,1
26,12,17,22,2201,2018,1,1
26,12,17,22,2217,2018,1,1
26,12,18,1,101,2018,1,1
26,12,18,8,802,2018,1,0
26,12,19,16,1613,2018,1,0
26,12,2,17,1701,2018,1,1
26,12,20,1,115,2018,1,1
26,12,20,21,2101,2018,1,1
26,12,22,3,304,2018,1,0
26,12,7,1,101,2018,1,1
26,12,9,2,203,2018,1,0
27,12,0,10,1001,2018,1,3
27,12,0,18,1801,2018,1,1
27,12,1,4,401,2018,1,1
27,12,11,1,113,2018,1,1
27,12,12,17,1701,2018,1,1
27,12,14,1,108,2018,1,1
27,12,17,1,114,2018,1,4
27,12,17,10,1014,2018,1,0
27,12,17,10,1016,2018,1,1
27,12,17,16,1608,2018,1,7
27,12,17,5,509,2018,1,3
27,12,18,10,1016,2018,1,1
27,12,18,3,301,2018,1,1
27,12,18,7,713,2018,1,1
27,12,8,5,506,2018,1,1
28,12,13,1,115,2018,1,1
28,12,14,1,108,2018,1,1
28,12,14,1,117,2018,1,1
28,12,16,1,108,2018,1,1
28,12,17,15,1501,2018,1,1
28,12,20,1,101,2018,1,1
28,12,21,3,312,2018,1,1
28,12,22,1,108,2018,1,4
28,12,22,1,114,2018,1,1
28,12,23,1,108,2018,1,2
28,12,5,1,101,2018,1,1
28,12,6,20,2001,2018,1,1
28,12,7,19,1910,2018,1,3
28,12,7,4,409,2018,1,1
29,12,0,9,906,2018,1,2
29,12,11,18,1801,2018,1,1
29,12,14,1,101,2018,1,2
29,12,15,1,114,2018,1,5
29,12,15,5,509,2018,1,2
29,12,16,1,101,2018,1,1
29,12,16,1,116,2018,1,1
29,12,16,22,2201,2018,1,2
29,12,17,1,112,2018,1,1
29,12,17,1,115,2018,1,2
29,12,17,5,511,2018,1,1
29,12,17,6,606,2018,1,12
29,12,18,9,916,2018,1,2
29,12,19,16,1602,2018,1,1
29,12,2,1,101,2018,1,0
29,12,20,1,116,2018,1,1
29,12,20,11,1101,2018,1,1
29,12,21,22,2201,2018,1,2
29,12,23,9,901,2018,1,1
29,12,4,1,101,2018,1,2
29,12,5,1,114,2018,1,1
29,12,5,12,1222,2018,1,1
29,12,8,1,117,2018,1,1
29,12,8,18,1801,2018,1,1
29,12,8,5,506,2018,1,2
29,12,9,9,902,2018,1,6
3,12,0,5,501,2018,1,1
3,12,0,6,602,2018,1,0
3,12,1,1,101,2018,1,5
3,12,11,16,1601,2018,1,3
3,12,11,3,302,2018,1,0
3,12,12,1,101,2018,1,1
3,12,14,16,1601,2018,1,19
3,12,15,1,101,2018,1,1
3,12,16,1,108,2018,1,1
3,12,16,1,114,2018,1,1
3,12,18,18,1804,2018,1,1
3,12,18,4,409,2018,1,3
3,12,18,6,601,2018,1,1
3,12,20,1,101,2018,1,1
3,12,20,15,1503,2018,1,0
3,12,21,1,101,2018,1,4
3,12,22,1,101,2018,2,3
3,12,22,1,110,2018,1,3
3,12,3,1,108,2018,1,2
3,12,6,14,1406,2018,1,9
3,12,8,1,108,2018,1,1
3,12,8,20,2001,2018,1,1
3,12,8,3,301,2018,1,1
3,12,8,4,401,2018,1,1
3,12,9,1,115,2018,1,1
3,12,9,20,2001,2018,1,1
3,12,9,3,314,2018,1,2
30,12,0,9,901,2018,1,1
30,12,1,1,108,2018,1,1
30,12,11,11,1107,2018,1,1
30,12,11,19,1901,2018,1,1
30,12,11,5,501,2018,1,1
30,12,13,16,1605,2018,1,1
30,12,13,9,904,2018,1,1
30,12,14,1,101,2018,1,2
30,12,14,14,1413,2018,1,7
30,12,16,16,1602,2018,1,1
30,12,16,8,805,2018,1,2
30,12,18,4,407,2018,1,3
30,12,18,5,502,2018,1,3
30,12,18,7,713,2018,1,1
30,12,18,8,802,2018,1,5
30,12,19,1,101,2018,1,1
30,12,2,3,312,2018,1,2
30,12,20,10,1001,2018,1,1
30,12,21,1,101,2018,1,1
30,12,21,1,108,2018,1,2
30,12,21,2,201,2018,1,1
30,12,22,1,108,2018,1,2
30,12,22,4,401,2018,1,1
30,12,23,1,113,2018,1,1
30,12,23,4,409,2018,1,1
30,12,4,1,101,2018,1,2
30,12,4,1,115,2018,1,2
30,12,8,1,101,2018,1,2
31,12,0,1,101,2018,1,1
31,12,0,1,108,2018,1,1
31,12,1,1,101,2018,1,2
31,12,11,4,415,2018,1,1
31,12,12,1,101,2018,1,1
31,12,13,9,911,2018,1,0
31,12,15,14,1405,2018,1,1
31,12,16,1,101,2018,1,1
31,12,17,6,614,2018,1,0
31,12,18,20,2001,2018,1,1
31,12,18,5,511,2018,1,2
31,12,19,14,1412,2018,1,2
31,12,2,1,115,2018,1,1
31,12,20,1,101,2018,1,1
31,12,22,1,111,2018,1,1
31,12,23,1,110,2018,1,1
31,12,3,1,108,2018,1,0
31,12,5,15,1504,2018,1,1
31,12,7,9,909,2018,1,1
31,12,9,1,101,2018,1,1
4,12,0,1,101,2018,1,1
4,12,1,9,901,2018,1,1
4,12,11,1,102,2018,1,1
4,12,13,1,108,2018,1,2
4,12,15,5,504,2018,1,1
4,12,16,1,101,2018,1,1
4,12,16,2,207,2018,1,1
4,12,17,11,1108,2018,1,1
4,12,18,4,406,2018,1,0
4,12,19,1,101,2018,1,1
4,12,19,10,1007,2018,1,1
4,12,19,14,1406,2018,1,0
4,12,19,17,1705,2018,1,1
4,12,20,1,101,2018,1,1
4,12,22,1,108,2018,1,1
4,12,23,1,108,2018,1,1
4,12,23,2,201,2018,1,1
4,12,4,1,101,2018,1,1
4,12,6,1,101,2018,2,6
4,12,6,1,110,2018,1,2
4,12,7,1,101,2018,1,1
5,12,0,9,920,2018,1,1
5,12,1,5,511,2018,1,1
5,12,13,4,401,2018,1,1
5,12,15,14,1413,2018,1,0
5,12,16,1,101,2018,1,1
5,12,16,10,1015,2018,1,2
5,12,18,16,1614,2018,1,2
5,12,19,1,101,2018,1,1
5,12,21,17,1703,2018,1,2
5,12,7,18,1804,2018,1,1
5,12,9,11,1104,2018,1,1
6,12,11,1,101,2018,1,1
6,12,15,1,114,2018,1,1
6,12,16,18,1801,2018,1,1
6,12,18,10,1003,2018,1,1
6,12,20,1,115,2018,1,1
6,12,21,1,108,2018,1,1
6,12,21,4,401,2018,1,1
6,12,21,5,501,2018,1,1
6,12,6,1,116,2018,1,1
6,12,9,2,203,2018,1,1
6,12,9,20,2009,2018,1,2
7,12,11,1,108,2018,1,1
7,12,13,12,1219,2018,1,1
7,12,15,1,108,2018,1,1
7,12,16,15,1503,2018,1,1
7,12,17,21,2106,2018,1,2
7,12,18,10,1014,2018,1,0
7,12,23,5,501,2018,1,1
7,12,7,1,101,2018,1,1
7,12,8,1,101,2018,1,1
8,12,1,1,101,2018,1,1
8,12,1,1,115,2018,1,3
8,12,13,1,103,2018,1,1
8,12,13,4,406,2018,1,6
8,12,14,4,414,2018,1,1
8,12,14,6,608,2018,1,1
8,12,16,1,101,2018,1,1
8,12,16,1,114,2018,1,1
8,12,17,10,1008,2018,1,1
8,12,18,1,113,2018,1,1
8,12,18,15,1506,2018,1,10
8,12,18,6,604,2018,1,1
8,12,19,11,1101,2018,1,1
8,12,19,9,901,2018,1,1
8,12,2,1,101,2018,1,1
8,12,20,1,113,2018,1,2
8,12,23,5,501,2018,1,1
8,12,3,1,101,2018,1,2
8,12,3,18,1801,2018,1,1
8,12,5,1,101,2018,1,1
8,12,7,5,501,2018,1,1
8,12,8,1,101,2018,1,0
8,12,8,16,1601,2018,1,1
9,12,0,22,2205,2018,1,0
9,12,12,1,101,2018,1,1
9,12,14,6,601,2018,1,1
9,12,15,1,101,2018,1,2
9,12,15,1,111,2018,1,1
9,12,15,6,601,2018,1,0
9,12,16,15,1507,2018,1,1
9,12,17,15,1504,2018,1,1
9,12,17,4,407,2018,1,1
9,12,18,11,1101,2018,1,1
9,12,2,1,117,2018,1,0
9,12,20,22,2205,2018,1,1
9,12,21,1,113,2018,1,1
9,12,21,15,1502,2018,1,1
9,12,22,1,110,2018,1,1
9,12,23,1,101,2018,1,1
9,12,3,1,101,2018,1,1
9,12,5,1,108,2018,1,1
9,12,5,1,115,2018,1,1
1,2,0,1,101,2018,1,1
1,2,13,1,101,2018,1,1
1,2,13,3,314,2018,1,1
1,2,14,1,101,2018,1,1
1,2,16,12,1219,2018,1,3
1,2,17,1,117,2018,1,1
1,2,18,1,101,2018,1,1
1,2,18,1,102,2018,1,1
1,2,18,10,1001,2018,1,1
1,2,19,1,107,2018,1,0
1,2,19,1,108,2018,1,1
1,2,23,7,701,2018,1,1
1,2,7,21,2101,2018,1,1
10,2,0,12,1217,2018,1,2
10,2,0,4,406,2018,1,1
10,2,10,13,1329,2018,1,6
10,2,12,1,101,2018,1,1
10,2,14,19,1909,2018,1,4
10,2,16,1,101,2018,2,2
10,2,16,21,2101,2018,1,3
10,2,17,1,101,2018,1,3
10,2,19,15,1501,2018,1,1
10,2,19,5,501,2018,1,2
10,2,2,21,2106,2018,1,2
10,2,20,14,1416,2018,1,1
10,2,22,1,101,2018,1,1
10,2,22,1,109,2018,1,0
10,2,23,1,101,2018,1,3
10,2,23,6,601,2018,1,2
10,2,3,5,502,2018,1,2
10,2,3,6,603,2018,1,2
10,2,5,20,2001,2018,1,1
10,2,9,1,101,2018,1,2
11,2,0,15,1501,2018,1,1
11,2,0,17,1701,2018,1,1
11,2,0,19,1905,2018,1,1
11,2,0,4,416,2018,1,1
11,2,0,9,914,2018,1,0
11,2,10,17,1703,2018,1,2
11,2,11,11,1106,2018,1,2
11,2,11,16,1604,2018,1,1
11,2,12,2,207,2018,1,1
11,2,13,7,718,2018,1,3
11,2,14,20,2009,2018,1,1
11,2,15,4,401,2018,1,1
11,2,15,6,602,2018,1,1
11,2,16,5,511,2018,1,1
11,2,17,4,403,2018,1,1
11,2,19,1,117,2018,1,1
11,2,19,15,1501,2018,1,2
11,2,19,7,717,2018,1,1
11,2,21,1,102,2018,1,1
11,2,21,6,614,2018,1,3
11,2,22,3,306,2018,1,1
11,2,23,18,1801,2018,1,1
11,2,3,1,101,2018,1,2
11,2,4,20,2005,2018,1,0
11,2,4,20,2009,2018,1,1
11,2,6,1,101,2018,1,1
12,2,0,1,107,2018,1,0
12,2,0,1,108,2018,1,2
12,2,1,18,1803,2018,1,1
12,2,12,3,302,2018,1,1
12,2,12,9,901,2018,1,2
12,2,12,9,911,2018,1,0
12,2,13,1,101,2018,1,1
12,2,13,10,1004,2018,1,1
12,2,13,8,801,2018,1,1
12,2,18,1,102,2018,1,1
12,2,20,14,1401,2018,1,1
12,2,20,7,701,2018,1,1
12,2,4,11,1106,2018,1,1
13,2,11,20,2011,2018,1,1
13,2,11,5,501,2018,1,1
13,2,12,18,1804,2018,1,2
13,2,16,4,415,2018,1,2
13,2,18,1,101,2018,1,1
13,2,19,5,502,2018,1,2
13,2,20,18,1802,2018,1,3
13,2,21,1,101,2018,1,1
13,2,8,1,101,2018,1,2
14,2,13,1,101,2018,1,1
14,2,19,12,1201,2018,1,1
14,2,19,21,2101,2018,1,2
14,2,21,21,2101,2018,1,2
14,2,9,7,701,2018,1,1
15,2,1,1,101,2018,2,2
15,2,11,10,1010,2018,1,4
15,2,11,22,2202,2018,1,1
15,2,12,10,1021,2018,1,1
15,2,14,20,2001,2018,1,1
15,2,14,6,601,2018,1,1
15,2,15,17,1701,2018,1,2
15,2,17,5,507,2018,1,2
15,2,18,22,2206,2018,1,2
15,2,19,1,109,2018,1,1
15,2,20,1,117,2018,1,2
15,2,20,5,512,2018,1,2
15,2,20,9,916,2018,1,5
15,2,21,16,1609,2018,1,1
15,2,21,17,1712,2018,1,1
15,2,22,13,1312,2018,1,1
15,2,6,7,705,2018,1,2
15,2,8,20,2010,2018,1,1
16,2,0,1,107,2018,1,1
16,2,0,1,108,2018,1,0
16,2,10,1,101,2018,1,2
16,2,11,3,301,2018,1,2
16,2,13,12,1217,2018,1,0
16,2,14,1,101,2018,1,1
16,2,14,2,208,2018,1,2
16,2,15,10,1006,2018,1,1
16,2,15,18,1804,2018,1,1
16,2,16,16,1613,2018,1,1
16,2,17,14,1406,2018,1,3
16,2,17,14,1408,2018,1,2
16,2,19,19,1904,2018,1,2
16,2,2,1,117,2018,1,2
16,2,20,22,2201,2018,1,1
16,2,21,1,101,2018,1,2
16,2,23,1,101,2018,1,1
16,2,5,1,117,2018,1,1
16,2,5,3,303,2018,1,6
16,2,6,9,912,2018,1,2
16,2,7,1,106,2018,1,1
16,2,7,1,108,2018,1,0
16,2,8,1,117,2018,1,1
16,2,8,2,203,2018,1,5
16,2,9,1,101,2018,1,1
16,2,9,11,1106,2018,1,2
17,2,0,1,101,2018,1,1
17,2,1,1,117,2018,1,1
17,2,10,1,101,2018,1,1
17,2,10,5,501,2018,1,1
17,2,13,21,2101,2018,1,1
17,2,14,1,109,2018,1,1
17,2,14,17,1712,2018,1,1
17,2,15,13,1322,2018,1,4
17,2,15,21,2101,2018,1,1
17,2,16,1,101,2018,1,1
17,2,16,11,1106,2018,1,5
17,2,17,1,101,2018,1,1
17,2,17,11,1101,2018,1,6
17,2,17,16,1601,2018,1,1
17,2,17,19,1904,2018,1,1
17,2,20,1,117,2018,1,1
17,2,21,1,101,2018,1,1
17,2,4,1,101,2018,1,1
17,2,4,1,109,2018,1,2
17,2,5,1,109,2018,2,2
17,2,6,1,109,2018,1,1
18,2,0,1,102,2018,1,1
18,2,0,17,1712,2018,1,1
18,2,0,20,2001,2018,1,1
18,2,0,3,312,2018,1,1
18,2,11,1,113,2018,1,1
18,2,13,1,101,2018,1,1
18,2,13,1,102,2018,1,0
18,2,13,1,113,2018,1,1
18,2,13,1,117,2018,1,1
18,2,14,20,2008,2018,1,6
18,2,15,1,101,2018,1,2
18,2,15,22,2201,2018,1,1
18,2,16,1,101,2018,1,1
18,2,16,1,117,2018,1,1
18,2,17,15,1508,2018,1,1
18,2,18,1,101,2018,1,1
18,2,18,1,112,2018,1,2
18,2,19,1,109,2018,1,1
18,2,19,13,1312,2018,1,1
18,2,19,18,1801,2018,1,1
18,2,19,3,301,2018,1,1
18,2,20,1,101,2018,1,1
18,2,20,1,111,2018,1,1
18,2,20,6,601,2018,1,1
18,2,21,1,101,2018,1,1
18,2,21,16,1613,2018,1,1
18,2,21,19,1901,2018,1,1
18,2,22,15,1501,2018,1,1
18,2,3,21,2101,2018,1,1
18,2,6,10,1020,2018,1,2
18,2,7,10,1020,2018,1,1
18,2,8,1,117,2018,1,1
19,2,0,1,117,2018,1,0
19,2,0,10,1001,2018,1,3
19,2,0,11,1103,2018,1,2
19,2,0,5,501,2018,1,1
19,2,1,1,101,2018,1,1
19,2,11,2,206,2018,1,2
19,2,12,12,1222,2018,1,1
19,2,17,5,501,2018,1,1
19,2,20,1,101,2018,1,1
19,2,21,1,101,2018,2,2
19,2,3,1,101,2018,1,3
19,2,5,5,501,2018,1,1
19,2,6,19,1903,2018,1,3
19,2,6,2,201,2018,1,1
2,2,0,6,608,2018,1,2
2,2,12,9,901,2018,1,1
2,2,15,1,101,2018,1,1
2,2,15,22,2201,2018,1,1
2,2,16,1,113,2018,1,1
2,2,17,18,1801,2018,1,1
2,2,18,1,101,2018,1,1
2,2,19,1,101,2018,1,1
2,2,20,3,301,2018,1,1
2,2,22,12,1204,2018,1,1
2,2,22,21,2101,2018,1,1
2,2,22,8,802,2018,1,2
2,2,23,1,101,2018,1,1
2,2,23,1,109,2018,1,0
2,2,23,1,112,2018,1,1
2,2,23,1,117,2018,1,1
2,2,5,17,1712,2018,1,2
2,2,7,1,109,2018,1,1
2,2,7,19,1904,2018,1,3
20,2,0,18,1804,2018,1,4
20,2,1,1,101,2018,1,1
20,2,1,1,117,2018,1,2
20,2,10,3,301,2018,1,1
20,2,10,4,415,2018,1,1
20,2,11,19,1905,2018,1,1
20,2,14,1,101,2018,1,1
20,2,17,1,101,2018,1,1
20,2,17,6,601,2018,1,1
20,2,18,5,501,2018,1,1
20,2,20,1,101,2018,1,1
20,2,23,1,101,2018,2,2
20,2,3,1,109,2018,1,7
20,2,7,19,1909,2018,1,2
20,2,8,10,1001,2018,1,1
20,2,9,1,101,2018,1,2
21,2,10,4,403,2018,1,1
21,2,11,1,117,2018,2,2
21,2,11,13,1312,2018,1,3
21,2,12,1,101,2018,1,1
21,2,13,2,201,2018,1,1
21,2,14,1,101,2018,1,1
21,2,14,18,1801,2018,1,2
21,2,15,8,802,2018,1,1
21,2,16,19,1901,2018,1,1
21,2,17,1,101,2018,1,1
21,2,17,5,501,2018,1,1
21,2,19,1,101,2018,1,1
21,2,20,12,1201,2018,1,1
21,2,21,1,101,2018,1,1
21,2,4,1,109,2018,1,1
21,2,5,1,101,2018,1,1
21,2,8,1,117,2018,1,1
21,2,8,18,1803,2018,1,1
22,2,0,1,112,2018,1,1
22,2,10,1,117,2018,1,1
22,2,11,9,901,2018,1,2
22,2,13,1,104,2018,1,1
22,2,14,19,1907,2018,1,1
22,2,15,16,1606,2018,1,1
22,2,16,1,101,2018,2,2
22,2,17,1,101,2018,1,1
22,2,18,19,1903,2018,1,1
22,2,19,16,1613,2018,1,1
22,2,20,1,101,2018,1,1
22,2,20,6,612,2018,1,1
22,2,21,7,704,2018,1,1
22,2,22,1,101,2018,1,1
22,2,22,4,401,2018,1,2
22,2,23,1,101,2018,1,1
22,2,23,1,111,2018,1,1
22,2,5,6,611,2018,1,1
22,2,6,5,502,2018,1,1
22,2,7,5,509,2018,1,1
22,2,9,1,101,2018,1,1
23,2,1,1,101,2018,1,4
23,2,10,9,901,2018,1,1
23,2,11,1,101,2018,1,1
23,2,11,4,401,2018,1,2
23,2,13,8,806,2018,1,3
23,2,15,13,1310,2018,1,4
23,2,15,5,501,2018,1,2
23,2,15,9,920,2018,1,0
23,2,17,19,1905,2018,1,1
23,2,18,3,301,2018,1,3
23,2,19,11,1107,2018,1,2
23,2,2,19,1903,2018,1,1
23,2,20,2,207,2018,1,2
23,2,21,4,401,2018,1,2
23,2,22,5,501,2018,1,4
23,2,6,19,1904,2018,1,1
24,2,0,16,1615,2018,1,1
24,2,0,5,501,2018,1,2
24,2,10,1,109,2018,1,1
24,2,11,1,101,2018,1,2
24,2,11,16,1616,2018,1,1
24,2,11,5,511,2018,2,2
24,2,15,20,2007,2018,1,1
24,2,16,1,101,2018,1,0
24,2,16,19,1902,2018,1,1
24,2,16,8,802,2018,1,1
24,2,18,1,117,2018,1,1
24,2,18,4,413,2018,1,0
24,2,19,1,101,2018,2,2
24,2,19,11,1101,2018,1,1
24,2,19,18,1801,2018,1,1
24,2,2,1,101,2018,3,6
24,2,2,10,1002,2018,1,0
24,2,20,9,901,2018,1,1
24,2,21,1,101,2018,1,0
24,2,22,2,202,2018,1,1
24,2,23,1,101,2018,1,1
24,2,23,1,109,2018,1,0
24,2,23,2,204,2018,1,1
24,2,23,21,2101,2018,1,1
24,2,5,1,111,2018,1,1
24,2,8,1,117,2018,1,1
25,2,1,5,502,2018,1,3
25,2,11,1,101,2018,2,3
25,2,11,13,1301,2018,1,2
25,2,12,1,109,2018,1,3
25,2,13,1,102,2018,1,1
25,2,15,19,1901,2018,1,5
25,2,16,1,108,2018,1,1
25,2,17,19,1901,2018,1,1
25,2,18,10,1016,2018,1,4
25,2,18,14,1419,2018,1,1
25,2,19,5,502,2018,1,3
25,2,19,7,701,2018,1,1
25,2,20,5,501,2018,1,2
25,2,3,1,101,2018,1,2
25,2,6,1,101,2018,1,1
26,2,0,12,1202,2018,1,0
26,2,0,12,1215,2018,1,0
26,2,10,6,602,2018,1,1
26,2,11,16,1609,2018,1,1
26,2,11,19,1901,2018,1,2
26,2,12,5,508,2018,1,1
26,2,13,1,101,2018,1,1
26,2,16,16,1614,2018,1,1
26,2,17,1,104,2018,1,2
26,2,17,14,1411,2018,1,1
26,2,17,5,510,2018,1,1
26,2,19,2,201,2018,1,2
26,2,2,10,1001,2018,1,1
26,2,2,18,1801,2018,1,1
26,2,20,18,1804,2018,1,1
26,2,20,5,511,2018,1,1
26,2,22,1,101,2018,1,1
26,2,23,1,117,2018,1,2
26,2,23,20,2009,2018,1,1
26,2,7,1,117,2018,1,1
26,2,9,18,1804,2018,1,2
27,2,13,5,511,2018,1,1
27,2,14,1,117,2018,1,1
27,2,15,1,101,2018,1,1
27,2,16,2,204,2018,1,1
27,2,16,8,801,2018,1,1
27,2,17,21,2101,2018,1,0
27,2,18,11,1101,2018,1,1
27,2,23,1,117,2018,1,1
27,2,7,3,306,2018,1,1
27,2,7,5,507,2018,1,4
28,2,11,8,801,2018,1,1
28,2,14,1,117,2018,1,1
28,2,14,22,2209,2018,1,2
28,2,18,1,101,2018,1,1
28,2,18,1,117,2018,1,2
28,2,18,2,201,2018,1,1
28,2,19,1,101,2018,1,1
28,2,23,1,117,2018,1,1
28,2,23,6,601,2018,1,5
28,2,6,5,511,2018,1,1
28,2,8,13,1302,2018,1,1
3,2,0,1,117,2018,1,1
3,2,0,12,1213,2018,1,1
3,2,1,1,101,2018,2,3
3,2,1,18,1801,2018,1,1
3,2,1,19,1902,2018,1,1
3,2,11,1,101,2018,1,2
3,2,12,12,1222,2018,1,1
3,2,14,1,102,2018,1,1
3,2,15,22,2212,2018,1,1
3,2,16,1,113,2018,1,1
3,2,17,1,109,2018,1,1
3,2,17,1,113,2018,1,0
3,2,18,1,101,2018,1,1
3,2,19,1,113,2018,1,1
3,2,19,6,609,2018,1,7
3,2,20,1,101,2018,1,1
3,2,20,16,1602,2018,1,3
3,2,21,1,101,2018,1,2
3,2,21,1,117,2018,1,1
3,2,22,1,106,2018,1,1
3,2,22,1,109,2018,1,2
3,2,22,1,110,2018,1,0
3,2,22,1,112,2018,1,2
3,2,22,1,117,2018,1,1
3,2,22,22,2212,2018,1,1
3,2,23,1,101,2018,2,1
3,2,23,1,110,2018,1,4
3,2,23,11,1109,2018,1,1
3,2,4,1,101,2018,1,0
3,2,7,5,513,2018,1,1
3,2,8,1,101,2018,1,1
3,2,8,1,109,2018,1,2
3,2,8,4,416,2018,1,1
3,2,9,1,117,2018,1,1
4,2,0,1,106,2018,1,1
4,2,0,19,1906,2018,1,2
4,2,0,3,301,2018,1,1
4,2,10,5,513,2018,1,1
4,2,12,1,104,2018,1,1
4,2,12,5,502,2018,1,0
4,2,12,5,508,2018,1,1
4,2,12,5,509,2018,1,1
4,2,12,5,510,2018,1,1
4,2,12,6,601,2018,1,0
4,2,13,22,2201,2018,2,3
4,2,15,3,301,2018,1,3
4,2,18,15,1501,2018,1,1
4,2,18,19,1903,2018,1,1
4,2,19,3,301,2018,1,1
4,2,2,1,101,2018,1,1
4,2,2,3,309,2018,1,2
4,2,22,13,1312,2018,1,1
4,2,22,7,701,2018,1,1
4,2,23,19,1901,2018,1,1
4,2,3,1,101,2018,1,0
4,2,6,5,501,2018,1,2
4,2,9,4,401,2018,1,2
5,2,10,1,109,2018,1,1
5,2,10,1,117,2018,1,1
5,2,10,16,1617,2018,1,1
5,2,11,18,1801,2018,1,1
5,2,13,1,109,2018,1,1
5,2,14,1,109,2018,1,1
5,2,14,16,1609,2018,1,1
5,2,15,1,107,2018,1,1
5,2,16,1,109,2018,1,1
5,2,17,8,805,2018,1,0
5,2,19,1,102,2018,1,1
5,2,19,10,1021,2018,1,2
5,2,19,5,501,2018,1,2
5,2,19,6,614,2018,1,1
5,2,20,1,101,2018,1,2
5,2,23,15,1501,2018,1,1
5,2,23,15,1504,2018,1,0
5,2,3,2,201,2018,1,0
5,2,5,10,1010,2018,1,1
5,2,6,10,1014,2018,1,3
6,2,15,14,1406,2018,1,0
6,2,16,14,1406,2018,2,3
6,2,18,16,1601,2018,1,1
6,2,19,1,101,2018,1,2
6,2,19,1,113,2018,1,1
6,2,19,3,308,2018,1,1
6,2,22,1,101,2018,1,1
6,2,23,14,1406,2018,1,0
6,2,6,1,101,2018,1,1
6,2,7,1,101,2018,2,2
6,2,7,1,109,2018,1,1
6,2,7,4,409,2018,1,2
7,2,0,5,513,2018,1,2
7,2,12,9,901,2018,1,0
7,2,13,19,1903,2018,1,1
7,2,13,3,304,2018,1,1
7,2,15,16,1613,2018,1,1
7,2,16,6,614,2018,1,0
7,2,18,20,2001,2018,1,1
7,2,19,1,101,2018,1,1
7,2,19,14,1419,2018,2,1
7,2,21,9,901,2018,1,1
7,2,22,1,101,2018,1,2
7,2,22,1,104,2018,1,0
7,2,23,18,1801,2018,1,1
7,2,23,19,1901,2018,1,3
7,2,23,21,2101,2018,1,1
7,2,7,14,1406,2018,1,1
7,2,8,12,1210,2018,1,1
8,2,11,10,1010,2018,1,1
8,2,11,9,901,2018,1,0
8,2,14,1,101,2018,1,1
8,2,14,5,511,2018,1,1
8,2,15,1,101,2018,2,2
8,2,16,16,1603,2018,1,1
8,2,17,1,101,2018,1,1
8,2,18,14,1412,2018,1,1
8,2,19,1,101,2018,1,1
8,2,2,1,101,2018,1,1
8,2,20,17,1701,2018,1,1
8,2,20,17,1710,2018,1,2
8,2,21,1,117,2018,1,1
8,2,23,1,101,2018,1,1
8,2,23,1,106,2018,1,1
8,2,7,1,102,2018,1,3
8,2,7,1,104,2018,1,0
8,2,7,4,414,2018,1,1
8,2,9,1,117,2018,1,1
8,2,9,14,1412,2018,1,1
9,2,10,18,1802,2018,1,0
9,2,10,18,1803,2018,1,2
9,2,14,1,117,2018,1,5
