dia_ocu,mes_ocu,hora_ocu,depto_ocu,mupio_ocu,año_ocu,numero_vehiculos_involucrados,fallecidos_lesionados
24,6,3,Guatemala,Guatemala,2022,1,1
24,6,4,Guatemala,Guatemala,2022,1,1
24,6,4,Guatemala,Mixco,2022,1,1
24,6,5,Totonicapán,Totonicapán,2022,1,4
24,6,9,Escuintla,Escuintla,2022,1,1
25,6,0,Alta Verapaz,Cobán,2022,1,2
25,6,0,San Marcos,San Marcos,2022,1,2
25,6,16,Jalapa,Jalapa,2022,1,1
25,6,16,Suchitepéquez,San Juan Bautista,2022,1,1
25,6,18,Guatemala,Guatemala,2022,1,1
25,6,19,Baja Verapaz,San Miguel Chicaj,2022,1,2
25,6,19,Guatemala,Guatemala,2022,1,1
25,6,20,Guatemala,Guatemala,2022,1,1
25,6,21,Jutiapa,Jutiapa,2022,1,2
25,6,21,Petén,Flores,2022,1,8
25,6,6,Zacapa,Teculután,2022,1,3
26,6,1,Izabal,Puerto Barrios,2022,1,2
26,6,12,Alta Verapaz,Cobán,2022,1,3
26,6,15,Guatemala,Guatemala,2022,1,1
26,6,17,Guatemala,Guatemala,2022,1,1
26,6,19,Jalapa,Jalapa,2022,1,1
26,6,19,Jutiapa,San José Acatempa,2022,1,1
26,6,2,Guatemala,Guatemala,2022,1,2
26,6,20,Escuintla,Tiquisate,2022,1,1
26,6,20,Guatemala,Guatemala,2022,1,1
26,6,20,Guatemala,Villa Canales,2022,1,1
26,6,4,Baja Verapaz,Purulhá,2022,1,2
26,6,4,Guatemala,Guatemala,2022,1,1
26,6,5,El Progreso,Guastatoya,2022,1,1
27,6,1,Guatemala,Guatemala,2022,1,2
27,6,1,Totonicapán,Totonicapán,2022,1,5
27,6,10,Guatemala,Guatemala,2022,1,1
27,6,11,Guatemala,Guatemala,2022,1,2
27,6,17,Guatemala,Villa Nueva,2022,1,2
27,6,17,Totonicapán,Totonicapán,2022,1,3
27,6,2,Escuintla,Escuintla,2022,1,3
27,6,20,Suchitepéquez,San José el Ídolo,2022,1,1
27,6,22,Escuintla,Escuintla,2022,1,1
27,6,23,Jutiapa,Jutiapa,2022,1,3
27,6,3,Guatemala,Guatemala,2022,1,1
27,6,5,Guatemala,San José Pinula,2022,1,1
27,6,7,Jutiapa,San José Acatempa,2022,1,1
27,6,7,Sacatepéquez,San Lucas Sacatepéquez,2022,1,1
27,6,9,Sacatepéquez,Sumpango,2022,1,3
28,6,12,Guatemala,Amatitlán,2022,1,2
28,6,12,Jutiapa,Jalpatagua,2022,1,2
28,6,12,Sacatepéquez,Santo Domingo Xenacoj,2022,1,2
28,6,14,Guatemala,Amatitlán,2022,1,1
28,6,15,Huehuetenango,La Democracia,2022,1,2
28,6,16,Jutiapa,Zapotitlán,2022,1,1
28,6,17,Alta Verapaz,Cobán,2022,1,1
28,6,19,Quiché,Chicamán,2022,1,1
28,6,22,Escuintla,Escuintla,2022,1,1
28,6,22,Quiché,Chicamán,2022,1,1
28,6,23,Chimaltenango,Santa Cruz Balanyá,2022,1,1
28,6,7,Suchitepéquez,Río Bravo,2022,1,1
28,6,8,Guatemala,Villa Nueva,2022,1,2
29,6,0,Alta Verapaz,San Juan Chamelco,2022,1,1
29,6,17,Guatemala,Guatemala,2022,1,1
29,6,17,Guatemala,Villa Canales,2022,1,1
29,6,19,Guatemala,Guatemala,2022,1,1
29,6,21,Guatemala,Villa Nueva,2022,1,1
29,6,22,Jutiapa,Zapotitlán,2022,1,1
29,6,23,Retalhuleu,San Andrés Villa Seca,2022,1,3
29,6,7,Guatemala,Guatemala,2022,1,1
29,6,9,Guatemala,Mixco,2022,1,1
3,6,0,Guatemala,Amatitlán,2022,1,1
3,6,0,Guatemala,Petapa,2022,1,1
3,6,11,Sacatepéquez,Ciudad Vieja,2022,1,2
3,6,13,Guatemala,Mixco,2022,1,1
3,6,15,Quiché,Santa María Nebaj,2022,1,1
3,6,18,Escuintla,Tiquisate,2022,1,2
3,6,18,Guatemala,Mixco,2022,1,1
3,6,19,Escuintla,Siquinalá,2022,1,1
3,6,19,Jutiapa,Quesada,2022,1,1
3,6,21,Guatemala,Mixco,2022,1,1
3,6,21,Guatemala,Villa Nueva,2022,1,1
3,6,22,Sacatepéquez,Antigua Guatemala,2022,1,1
3,6,23,Escuintla,San José,2022,1,1
3,6,23,Sacatepéquez,Jocotenango,2022,1,1
3,6,3,Guatemala,Villa Nueva,2022,1,3
3,6,6,Guatemala,Guatemala,2022,1,1
30,6,0,Escuintla,Masagua,2022,1,1
30,6,10,Guatemala,Guatemala,2022,1,1
30,6,10,Guatemala,Villa Nueva,2022,1,1
30,6,11,Chiquimula,Esquipulas,2022,1,2
30,6,11,Jutiapa,Jutiapa,2022,1,2
30,6,12,Guatemala,Guatemala,2022,1,4
30,6,13,Guatemala,Mixco,2022,1,1
30,6,14,Escuintla,Santa Lucía Cotzumalguapa,2022,1,5
30,6,14,Quetzaltenango,Flores Costa Cuca,2022,1,1
30,6,15,Escuintla,San José,2022,1,1
30,6,15,Guatemala,Guatemala,2022,1,3
30,6,16,Escuintla,Escuintla,2022,1,1
30,6,18,Chimaltenango,Chimaltenango,2022,1,1
30,6,18,Escuintla,San José,2022,1,1
30,6,19,Escuintla,Santa Lucía Cotzumalguapa,2022,1,1
30,6,19,Santa Rosa,Chiquimulilla,2022,1,1
30,6,20,Escuintla,Escuintla,2022,1,2
30,6,21,Guatemala,Mixco,2022,1,1
30,6,21,Guatemala,Villa Nueva,2022,1,1
30,6,22,Guatemala,Guatemala,2022,1,1
4,6,0,Sacatepéquez,Ciudad Vieja,2022,1,1
4,6,10,Guatemala,Guatemala,2022,1,1
4,6,10,Retalhuleu,Champerico,2022,1,1
4,6,11,Guatemala,Mixco,2022,1,1
4,6,13,Escuintla,Escuintla,2022,1,1
4,6,13,Escuintla,Tiquisate,2022,1,2
4,6,14,Escuintla,Escuintla,2022,1,1
4,6,14,Quiché,Santa María Nebaj,2022,1,3
4,6,16,Guatemala,Guatemala,2022,1,1
4,6,16,Zacapa,Zacapa,2022,1,2
4,6,18,Baja Verapaz,Salamá,2022,1,1
4,6,18,Huehuetenango,San Pedro Necta,2022,1,1
4,6,19,Baja Verapaz,Salamá,2022,1,1
4,6,19,Chimaltenango,El Tejar,2022,1,1
4,6,2,Guatemala,Guatemala,2022,1,6
4,6,2,Guatemala,Mixco,2022,1,1
4,6,20,Guatemala,Amatitlán,2022,1,1
4,6,20,Santa Rosa,Pueblo Nuevo Viñas,2022,1,2
4,6,20,Santa Rosa,Santa Cruz el Naranjo,2022,1,1
4,6,21,Guatemala,Guatemala,2022,1,1
4,6,22,Guatemala,Villa Nueva,2022,1,1
4,6,23,Guatemala,San Juan Sacatepéquez,2022,1,1
4,6,6,Chimaltenango,El Tejar,2022,1,1
4,6,6,Guatemala,Guatemala,2022,1,1
4,6,8,Guatemala,Petapa,2022,1,1
4,6,8,Quiché,Santa Cruz del Quiché,2022,1,1
5,6,0,Escuintla,Santa Lucía Cotzumalguapa,2022,1,1
5,6,0,Guatemala,Guatemala,2022,1,1
5,6,0,Guatemala,San José Pinula,2022,1,1
5,6,0,Guatemala,San Juan Sacatepéquez,2022,1,1
5,6,0,Jutiapa,Asunción Mita,2022,1,1
5,6,0,Quetzaltenango,Génova,2022,1,1
5,6,0,Santa Rosa,Barberena,2022,1,2
5,6,0,Suchitepéquez,Mazatenango,2022,1,1
5,6,1,Alta Verapaz,San Cristóbal Verapaz,2022,1,2
5,6,1,Jutiapa,El Progreso,2022,1,1
5,6,13,Quetzaltenango,Quetzaltenango,2022,1,1
5,6,16,Alta Verapaz,Chisec,2022,1,1
5,6,16,Guatemala,Mixco,2022,1,1
5,6,16,Sololá,Sololá,2022,1,1
5,6,17,Guatemala,Mixco,2022,1,1
5,6,17,Jalapa,Jalapa,2022,1,2
5,6,18,Guatemala,Guatemala,2022,1,1
5,6,18,Guatemala,Mixco,2022,1,1
5,6,18,Guatemala,San Juan Sacatepéquez,2022,1,1
5,6,18,Guatemala,Santa Catarina Pinula,2022,1,1
5,6,18,Izabal,Puerto Barrios,2022,1,2
5,6,18,Quetzaltenango,Coatepeque,2022,1,2
5,6,19,Escuintla,Escuintla,2022,1,2
5,6,2,Chimaltenango,El Tejar,2022,1,2
5,6,2,Petén,Flores,2022,1,2
5,6,20,Guatemala,Guatemala,2022,1,1
5,6,20,Retalhuleu,Retalhuleu,2022,1,1
5,6,21,Chimaltenango,Santa Cruz Balanyá,2022,1,1
5,6,21,Guatemala,Guatemala,2022,1,1
5,6,21,Guatemala,Mixco,2022,1,1
5,6,3,Sacatepéquez,Antigua Guatemala,2022,1,1
5,6,3,Sacatepéquez,Santa Lucía Milpas Altas,2022,1,1
5,6,4,Suchitepéquez,Samayac,2022,1,1
5,6,5,Guatemala,San Juan Sacatepéquez,2022,1,1
6,6,0,San Marcos,Malacatán,2022,1,2
6,6,1,Guatemala,Guatemala,2022,1,1
6,6,10,Guatemala,Guatemala,2022,1,6
6,6,12,Guatemala,Guatemala,2022,1,1
6,6,14,Guatemala,Guatemala,2022,1,1
6,6,15,Alta Verapaz,Santa Cruz Verapaz,2022,1,1
6,6,15,Jutiapa,Jutiapa,2022,1,1
6,6,16,El Progreso,Morazán,2022,1,3
6,6,21,Zacapa,Río Hondo,2022,1,1
6,6,23,Quiché,Joyabaj,2022,1,1
6,6,23,Santa Rosa,Cuilapa,2022,1,1
6,6,5,Jalapa,San Pedro Pinula,2022,1,2
6,6,6,Guatemala,Guatemala,2022,1,1
6,6,8,Guatemala,Guatemala,2022,1,1
6,6,9,Baja Verapaz,San Miguel Chicaj,2022,1,1
6,6,9,Guatemala,Mixco,2022,1,1
7,6,0,Guatemala,Guatemala,2022,1,1
7,6,11,Baja Verapaz,San Jerónimo,2022,1,1
7,6,14,Escuintla,Masagua,2022,1,1
7,6,16,Guatemala,Villa Canales,2022,1,1
7,6,17,Guatemala,Villa Nueva,2022,1,1
7,6,19,Chimaltenango,Tecpán Guatemala,2022,1,1
7,6,19,Guatemala,Guatemala,2022,1,2
7,6,2,Alta Verapaz,Panzós,2022,1,1
7,6,20,Escuintla,Palín,2022,1,2
7,6,22,Izabal,El Estor,2022,1,1
7,6,23,Sacatepéquez,Antigua Guatemala,2022,1,1
7,6,6,Escuintla,Guanagazapa,2022,1,1
8,6,0,Chimaltenango,Parramos,2022,1,1
8,6,0,Guatemala,Guatemala,2022,1,1
8,6,15,Chimaltenango,San José  Poaquíl,2022,1,1
8,6,16,Petén,Flores,2022,1,1
8,6,18,Huehuetenango,Huehuetenango,2022,1,2
8,6,18,Izabal,Puerto Barrios,2022,1,2
8,6,18,San Marcos,San Pablo,2022,1,5
8,6,20,Guatemala,Guatemala,2022,1,1
8,6,7,Guatemala,Villa Nueva,2022,1,1
9,6,10,Quiché,San Miguel Uspantán,2022,1,1
9,6,11,Sacatepéquez,Ciudad Vieja,2022,1,1
9,6,16,Guatemala,Chinautla,2022,1,1
9,6,19,Guatemala,Santa Catarina Pinula,2022,1,1
9,6,20,Guatemala,Guatemala,2022,1,1
9,6,23,Guatemala,Guatemala,2022,1,1
9,6,6,Guatemala,Guatemala,2022,1,1
9,6,6,Izabal,El Estor,2022,1,1
9,6,6,Zacapa,Gualán,2022,1,2
9,6,8,Totonicapán,Totonicapán,2022,1,1
1,7,1,Guatemala,Guatemala,2022,1,1
1,7,10,Escuintla,Escuintla,2022,1,1
1,7,11,Jutiapa,Quesada,2022,1,1
1,7,13,Guatemala,Guatemala,2022,1,1
1,7,13,Guatemala,Villa Canales,2022,1,1
1,7,15,Escuintla,Santa Lucía Cotzumalguapa,2022,1,2
1,7,18,Escuintla,Siquinalá,2022,1,4
1,7,19,Escuintla,Escuintla,2022,1,1
1,7,2,Guatemala,Palencia,2022,1,1
1,7,2,Jalapa,Jalapa,2022,1,1
1,7,20,Chimaltenango,Zaragoza,2022,1,1
1,7,21,Petén,Sayaxché,2022,1,1
1,7,22,Guatemala,Guatemala,2022,1,2
1,7,23,Baja Verapaz,Salamá,2022,1,1
1,7,23,Guatemala,Mixco,2022,1,1
1,7,5,El Progreso,Sanarate,2022,1,2
1,7,6,Guatemala,Villa Canales,2022,1,1
1,7,9,Escuintla,Escuintla,2022,1,2
10,7,0,Guatemala,Amatitlán,2022,1,2
10,7,0,Guatemala,Guatemala,2022,1,2
10,7,1,Izabal,Livingston,2022,1,2
10,7,1,Izabal,Puerto Barrios,2022,1,2
10,7,11,Guatemala,Guatemala,2022,1,1
10,7,13,Guatemala,Villa Nueva,2022,1,1
10,7,14,Guatemala,Amatitlán,2022,1,1
10,7,14,Suchitepéquez,Samayac,2022,1,4
10,7,15,Guatemala,Guatemala,2022,1,1
10,7,15,Quiché,Ixcán,2022,1,2
10,7,16,Guatemala,Amatitlán,2022,1,1
10,7,18,Jutiapa,Jutiapa,2022,1,1
10,7,18,Suchitepéquez,San Miguel Panán,2022,1,1
10,7,19,Guatemala,Villa Nueva,2022,1,1
10,7,2,Escuintla,Escuintla,2022,1,2
10,7,20,Baja Verapaz,Purulhá,2022,1,1
10,7,20,Zacapa,Río Hondo,2022,1,1
10,7,22,Escuintla,Escuintla,2022,1,1
10,7,23,Guatemala,Guatemala,2022,1,1
10,7,4,Guatemala,Guatemala,2022,1,2
10,7,4,Guatemala,Mixco,2022,1,1
10,7,5,Guatemala,Guatemala,2022,1,1
10,7,5,Zacapa,Teculután,2022,1,1
10,7,6,Guatemala,Guatemala,2022,1,1
10,7,7,Alta Verapaz,San Pedro Carchá,2022,1,2
10,7,7,Guatemala,Guatemala,2022,1,2
10,7,9,Chiquimula,Chiquimula,2022,1,1
10,7,9,Quetzaltenango,Coatepeque,2022,1,1
11,7,0,Quiché,Santa Cruz del Quiché,2022,1,1
11,7,0,Santa Rosa,Cuilapa,2022,1,1
11,7,10,Guatemala,Guatemala,2022,1,1
11,7,10,Retalhuleu,Nuevo San Carlos,2022,1,1
11,7,12,Izabal,Morales,2022,1,1
11,7,15,Santa Rosa,Cuilapa,2022,1,1
11,7,17,Chiquimula,Chiquimula,2022,1,2
11,7,19,Escuintla,Escuintla,2022,1,1
11,7,20,Guatemala,Guatemala,2022,1,1
11,7,21,Chimaltenango,Chimaltenango,2022,1,1
11,7,21,Guatemala,Villa Nueva,2022,1,1
11,7,22,Sacatepéquez,Jocotenango,2022,1,1
11,7,3,Guatemala,Guatemala,2022,1,4
11,7,6,Petén,San Benito,2022,1,1
11,7,7,Guatemala,Mixco,2022,1,1
11,7,8,San Marcos,El Rodeo,2022,1,2
12,7,12,Guatemala,Mixco,2022,1,1
12,7,17,Guatemala,Guatemala,2022,1,1
12,7,19,Santa Rosa,Cuilapa,2022,1,1
12,7,21,Huehuetenango,Huehuetenango,2022,1,1
12,7,23,Guatemala,Villa Nueva,2022,1,1
12,7,5,Retalhuleu,Retalhuleu,2022,1,1
12,7,8,San Marcos,San Marcos,2022,1,1
13,7,1,Guatemala,San Juan Sacatepéquez,2022,1,1
13,7,10,Guatemala,Guatemala,2022,1,1
13,7,10,Izabal,Puerto Barrios,2022,1,1
13,7,17,Guatemala,Guatemala,2022,1,1
13,7,18,Chimaltenango,Acatenango,2022,1,1
13,7,19,Suchitepéquez,Mazatenango,2022,1,1
13,7,2,Izabal,Puerto Barrios,2022,1,1
13,7,2,Quiché,Joyabaj,2022,1,2
13,7,21,El Progreso,Guastatoya,2022,1,1
13,7,6,Zacapa,Zacapa,2022,1,1
13,7,7,Totonicapán,Totonicapán,2022,1,2
14,7,11,Escuintla,Escuintla,2022,1,1
14,7,12,Quetzaltenango,Coatepeque,2022,1,1
14,7,13,Quetzaltenango,Colomba,2022,1,1
14,7,14,Escuintla,Escuintla,2022,1,1
14,7,15,Guatemala,Guatemala,2022,1,1
14,7,18,Guatemala,San Juan Sacatepéquez,2022,1,1
14,7,18,Guatemala,Santa Catarina Pinula,2022,1,1
14,7,20,Alta Verapaz,Tucurú,2022,1,2
14,7,21,Guatemala,Guatemala,2022,1,1
14,7,21,Sacatepéquez,Jocotenango,2022,1,1
14,7,23,Guatemala,Guatemala,2022,1,1
14,7,9,Guatemala,Mixco,2022,1,1
15,7,1,Guatemala,Guatemala,2022,1,1
15,7,11,Retalhuleu,Santa Cruz Muluá,2022,1,2
15,7,14,Alta Verapaz,Cobán,2022,1,2
15,7,15,Zacapa,Zacapa,2022,1,1
15,7,16,Guatemala,Amatitlán,2022,1,1
15,7,16,Guatemala,Guatemala,2022,1,1
15,7,16,Guatemala,Villa Nueva,2022,1,2
15,7,17,Guatemala,Villa Canales,2022,1,1
15,7,17,Petén,La Libertad,2022,1,1
15,7,17,Zacapa,Teculután,2022,1,1
15,7,19,Guatemala,Guatemala,2022,1,3
15,7,21,Escuintla,Palín,2022,1,2
15,7,21,Guatemala,San Juan Sacatepéquez,2022,1,1
15,7,21,Jutiapa,Jutiapa,2022,1,1
15,7,22,Guatemala,Mixco,2022,1,1
15,7,23,Guatemala,Mixco,2022,1,1
15,7,23,Guatemala,Villa Canales,2022,1,2
15,7,3,Guatemala,Guatemala,2022,1,2
15,7,7,Guatemala,Guatemala,2022,1,1
15,7,9,Guatemala,Guatemala,2022,1,1
16,7,0,Baja Verapaz,Salamá,2022,1,1
16,7,0,Guatemala,Villa Nueva,2022,1,1
16,7,1,Guatemala,Guatemala,2022,1,1
16,7,10,Guatemala,Guatemala,2022,1,1
16,7,11,Guatemala,Villa Nueva,2022,1,1
16,7,12,Alta Verapaz,Cobán,2022,1,2
16,7,12,Sololá,Sololá,2022,1,1
16,7,12,Suchitepéquez,San Antonio Suchitepéquez,2022,1,2
16,7,14,Guatemala,Guatemala,2022,1,1
16,7,17,Retalhuleu,El Asintal,2022,1,2
16,7,18,El Progreso,Sanarate,2022,1,1
16,7,18,Guatemala,San Juan Sacatepéquez,2022,1,1
16,7,19,Guatemala,Guatemala,2022,1,1
16,7,19,Guatemala,Villa Canales,2022,1,1
16,7,19,San Marcos,San Marcos,2022,1,3
16,7,19,Santa Rosa,Santa Rosa de Lima,2022,1,2
16,7,2,Guatemala,Villa Nueva,2022,1,1
16,7,2,Quetzaltenango,Quetzaltenango,2022,1,1
16,7,20,Guatemala,Guatemala,2022,1,2
16,7,20,Quetzaltenango,Cantel,2022,1,1
16,7,21,Alta Verapaz,Chisec,2022,1,6
16,7,21,Chimaltenango,Patzún,2022,1,1
16,7,21,Sacatepéquez,Ciudad Vieja,2022,1,1
16,7,21,Santa Rosa,Santa Rosa de Lima,2022,1,1
16,7,22,Guatemala,Guatemala,2022,1,1
16,7,22,Guatemala,Mixco,2022,1,2
16,7,22,Guatemala,Villa Nueva,2022,1,1
16,7,22,Petén,Flores,2022,1,1
16,7,22,Santa Rosa,Chiquimulilla,2022,1,1
16,7,23,Chimaltenango,Zaragoza,2022,1,2
16,7,23,Guatemala,San Juan Sacatepéquez,2022,1,1
16,7,23,Santa Rosa,Barberena,2022,1,1
16,7,5,Guatemala,Guatemala,2022,1,1
16,7,8,Retalhuleu,Retalhuleu,2022,1,2
16,7,8,Sacatepéquez,Antigua Guatemala,2022,1,1
16,7,9,Escuintla,Palín,2022,1,1
17,7,0,Guatemala,Guatemala,2022,1,1
17,7,0,Petén,Las Cruces,2022,1,3
17,7,1,Escuintla,Siquinalá,2022,1,1
17,7,1,Guatemala,Amatitlán,2022,1,1
17,7,1,Sololá,Panajachel,2022,1,1
17,7,11,Escuintla,Sipacate,2022,1,3
17,7,11,Sololá,Santa Lucía Utatlán,2022,1,2
17,7,12,Petén,San Luis,2022,1,1
17,7,13,Guatemala,San Juan Sacatepéquez,2022,1,1
17,7,14,Guatemala,Guatemala,2022,1,1
17,7,16,Quetzaltenango,Quetzaltenango,2022,1,1
17,7,16,San Marcos,El Rodeo,2022,1,2
17,7,18,Izabal,Los Amates,2022,1,2
17,7,19,Escuintla,Santa Lucía Cotzumalguapa,2022,1,1
17,7,19,Guatemala,Mixco,2022,1,1
17,7,19,Petén,Poptún,2022,1,1
17,7,19,Santa Rosa,Santa Rosa de Lima,2022,1,1
17,7,2,Escuintla,Palín,2022,1,2
17,7,2,Jalapa,San Luis Jilotepeque,2022,1,1
17,7,20,Guatemala,Guatemala,2022,1,1
17,7,21,Guatemala,Mixco,2022,1,2
17,7,21,Jutiapa,Jutiapa,2022,1,1
17,7,22,Escuintla,La Democracia,2022,1,1
17,7,22,Suchitepéquez,San José La Máquina,2022,1,2
17,7,23,Chiquimula,Chiquimula,2022,1,1
17,7,23,Guatemala,Guatemala,2022,1,2
17,7,23,Guatemala,Petapa,2022,1,1
17,7,3,Guatemala,Guatemala,2022,1,1
17,7,3,Guatemala,Mixco,2022,1,2
17,7,4,El Progreso,Sanarate,2022,1,1
17,7,4,Izabal,Puerto Barrios,2022,1,3
17,7,5,Guatemala,Guatemala,2022,1,1
18,7,0,Guatemala,Guatemala,2022,1,1
18,7,1,Escuintla,Escuintla,2022,1,1
18,7,1,Guatemala,Amatitlán,2022,1,1
18,7,11,Quetzaltenango,Quetzaltenango,2022,1,1
18,7,13,Guatemala,San José del Golfo,2022,1,1
18,7,13,Sacatepéquez,Ciudad Vieja,2022,1,1
18,7,14,Guatemala,Guatemala,2022,1,2
18,7,14,Jutiapa,Jutiapa,2022,1,1
18,7,16,Guatemala,Guatemala,2022,1,1
18,7,16,Guatemala,Villa Nueva,2022,1,1
18,7,17,Escuintla,Masagua,2022,1,2
18,7,18,Baja Verapaz,Rabinal,2022,1,3
18,7,20,Chimaltenango,San Martín Jilotepeque,2022,1,1
18,7,20,Guatemala,Chinautla,2022,1,1
18,7,20,Guatemala,Guatemala,2022,1,1
18,7,21,Escuintla,Escuintla,2022,1,1
18,7,21,Guatemala,Petapa,2022,1,1
18,7,21,Guatemala,Villa Nueva,2022,1,1
18,7,22,Guatemala,Guatemala,2022,1,2
18,7,22,Guatemala,Mixco,2022,1,1
18,7,22,Guatemala,San José Pinula,2022,1,1
18,7,23,Escuintla,La Democracia,2022,1,1
18,7,7,Alta Verapaz,Chisec,2022,1,2
18,7,7,Chimaltenango,Chimaltenango,2022,1,1
18,7,7,Chimaltenango,Patzicía,2022,1,1
18,7,7,Guatemala,Guatemala,2022,1,1
18,7,8,Guatemala,Guatemala,2022,1,1
19,7,10,Escuintla,Santa Lucía Cotzumalguapa,2022,1,1
19,7,11,Totonicapán,Momostenango,2022,1,1
19,7,15,Totonicapán,San Francisco el Alto,2022,1,4
19,7,18,Guatemala,Villa Nueva,2022,1,1
19,7,19,Guatemala,San José Pinula,2022,1,1
19,7,20,Guatemala,Villa Nueva,2022,1,1
19,7,21,Escuintla,Escuintla,2022,1,1
19,7,21,Jutiapa,Atescatempa,2022,1,1
19,7,22,Guatemala,Guatemala,2022,1,1
19,7,6,Baja Verapaz,Cubulco,2022,1,1
19,7,8,Guatemala,Villa Nueva,2022,1,1
19,7,8,Quetzaltenango,Quetzaltenango,2022,1,3
19,7,9,Izabal,Puerto Barrios,2022,1,1
2,7,0,Guatemala,Villa Nueva,2022,1,1
2,7,0,Sololá,Sololá,2022,1,1
2,7,13,Petén,San Luis,2022,1,1
2,7,14,Guatemala,Guatemala,2022,1,1
2,7,14,Guatemala,Villa Nueva,2022,1,1
2,7,16,Baja Verapaz,San Jerónimo,2022,1,3
2,7,17,Guatemala,Villa Canales,2022,1,1
2,7,17,Jutiapa,Jutiapa,2022,1,1
2,7,17,Quetzaltenango,Quetzaltenango,2022,1,1
2,7,17,Retalhuleu,Retalhuleu,2022,1,1
2,7,17,Sacatepéquez,Sumpango,2022,1,1
2,7,17,Suchitepéquez,Chicacao,2022,1,1
2,7,19,Escuintla,Escuintla,2022,1,1
2,7,19,Guatemala,Mixco,2022,1,1
2,7,2,Guatemala,Mixco,2022,1,3
2,7,20,Alta Verapaz,Fray Bartolomé de las Casas,2022,1,2
2,7,20,Guatemala,Guatemala,2022,1,1
2,7,21,El Progreso,San Agustín Acasaguastlán,2022,1,1
2,7,21,El Progreso,Sanarate,2022,1,1
2,7,21,Guatemala,Villa Canales,2022,1,2
2,7,21,Suchitepéquez,Mazatenango,2022,1,1
2,7,22,Chimaltenango,Chimaltenango,2022,1,3
2,7,22,Guatemala,Guatemala,2022,1,1
2,7,22,Jalapa,Jalapa,2022,1,1
2,7,22,Santa Rosa,Pueblo Nuevo Viñas,2022,1,1
2,7,23,Chimaltenango,Chimaltenango,2022,1,1
2,7,4,Guatemala,Amatitlán,2022,1,2
2,7,4,Guatemala,Guatemala,2022,1,2
2,7,4,Guatemala,San José Pinula,2022,1,1
2,7,9,Chimaltenango,Tecpán Guatemala,2022,1,1
2,7,9,Escuintla,La Democracia,2022,1,1
20,7,10,Guatemala,Villa Nueva,2022,1,1
20,7,12,Suchitepéquez,Mazatenango,2022,1,1
20,7,14,Guatemala,Guatemala,2022,1,1
20,7,17,Guatemala,Guatemala,2022,1,1
20,7,17,Guatemala,San José Pinula,2022,1,2
20,7,17,Guatemala,Villa Nueva,2022,1,1
20,7,18,Guatemala,Villa Nueva,2022,1,1
20,7,19,Quetzaltenango,Quetzaltenango,2022,1,2
20,7,20,Alta Verapaz,Cobán,2022,1,1
20,7,20,Chimaltenango,Chimaltenango,2022,1,3
20,7,20,Guatemala,Guatemala,2022,1,1
20,7,20,Sacatepéquez,Antigua Guatemala,2022,1,1
20,7,21,Santa Rosa,Taxisco,2022,1,2
20,7,22,Santa Rosa,Cuilapa,2022,1,1
21,7,0,Quiché,Santa María Nebaj,2022,1,1
21,7,10,Guatemala,Villa Nueva,2022,1,1
21,7,11,Guatemala,Fraijanes,2022,1,1
21,7,12,Alta Verapaz,Panzós,2022,1,1
21,7,15,Guatemala,Guatemala,2022,1,1
21,7,15,Guatemala,Mixco,2022,1,1
21,7,16,Guatemala,Guatemala,2022,1,1
21,7,18,Guatemala,Guatemala,2022,1,1
21,7,19,Guatemala,Guatemala,2022,1,1
21,7,2,Escuintla,Escuintla,2022,1,1
21,7,2,Zacapa,Teculután,2022,1,1
21,7,20,Guatemala,Guatemala,2022,1,1
21,7,21,Guatemala,Guatemala,2022,1,1
21,7,21,Quetzaltenango,Quetzaltenango,2022,1,1
21,7,22,Guatemala,Villa Canales,2022,1,1
21,7,23,Guatemala,Villa Nueva,2022,1,1
21,7,23,Jutiapa,Jutiapa,2022,1,2
21,7,8,Guatemala,Guatemala,2022,1,1
22,7,0,Retalhuleu,El Asintal,2022,1,1
22,7,0,Totonicapán,Totonicapán,2022,1,2
22,7,17,Guatemala,Villa Nueva,2022,1,2
22,7,18,Quetzaltenango,Concepción Chiquirichapa,2022,1,1
22,7,19,Sacatepéquez,Antigua Guatemala,2022,1,1
22,7,2,Guatemala,Petapa,2022,1,2
22,7,20,Chimaltenango,Chimaltenango,2022,1,1
22,7,20,Guatemala,Villa Nueva,2022,1,1
22,7,21,Guatemala,Amatitlán,2022,1,1
22,7,22,Baja Verapaz,San Miguel Chicaj,2022,1,5
22,7,22,Jutiapa,Jutiapa,2022,1,1
22,7,5,Sacatepéquez,Antigua Guatemala,2022,1,1
22,7,9,Zacapa,Teculután,2022,1,1
23,7,1,Escuintla,Escuintla,2022,1,1
23,7,1,Guatemala,Guatemala,2022,1,1
23,7,11,Sacatepéquez,Antigua Guatemala,2022,1,1
23,7,12,Alta Verapaz,Santa Cruz Verapaz,2022,1,2
23,7,12,Guatemala,Villa Nueva,2022,1,1
23,7,14,Suchitepéquez,Mazatenango,2022,1,1
23,7,15,Guatemala,Fraijanes,2022,1,1
23,7,15,Guatemala,Villa Nueva,2022,1,1
23,7,16,Suchitepéquez,Patulul,2022,1,2
23,7,2,Petén,Santa Ana,2022,1,3
23,7,21,Guatemala,Guatemala,2022,1,2
23,7,22,Guatemala,Villa Canales,2022,1,1
23,7,22,Izabal,Puerto Barrios,2022,1,6
23,7,3,Guatemala,Guatemala,2022,1,2
